,ten_san_pham,thanh_phan_hoat_chat,dang_bao_che,dang_dong_goi,khoi_luong_the_tich,cong_dung,han_dung,so_dang_ky
89,DR.KIDNEY,"Betain, Choline chloride, Lysin, Methionine, Sorbitol",Dung dịch,"Chai, Can, Lọ","10, 20, 50,
100, 200, 250,
500ml; 1, 2, 4,
5, 10, 20, 25,
30l","Bổ sung Sorbitol, acid amin thiết yếu giúp hỗ trợ điều trị các bệnh về chức năng gan, tăng cường chức năng gan, tăng khả năng tiêu hóa trên cá",36 tháng,DN.TS6-14
90,ASI-MARIN,"Ormetoprim, Sulfadimethoxine",Bột,"Bao, Gói, Hũ","5, 10, 20, 30,
50, 100, 200,
250, 500g; 1,
2, 5, 10, 15,
20, 25, 30kg","Trị các bệnh nhiễm khuẩn do vi khuẩn Aeromonas, Edwardsiella (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",36 tháng,DN.TS6-15
91,ASI-HERBAL,Hoạt chất chiết suất từ cây xoan (Azadirachtin),Dung dịch,"Chai, Can, Lọ","10, 20, 50,
100, 200, 250,
500ml; 1, 2, 4,
5, 10, 20, 25,
30l","Trị bệnh trùng bánh xe, trùng mỏ neo, rận cá, sán lá đơn chủ trên cá tra, basa",36 tháng,DN.TS6-16
92,ASI-LACTAM,Amoxicillin trihydrate,Bột,"Bao, Gói, Hũ","5, 10, 20, 30,
50, 100, 200,
250, 500g; 1,
2, 5, 10, 15,
20, 25, 30kg",Trị xuất huyết do vi khuẩn Aeromonas hydrophila gây ra trên cá tra,36 tháng,DN.TS6-17
93,ASI-HADAC PRO,Praziquantel,Bột,"Bao, Gói, Hũ","5, 10, 20, 30,
50, 100, 200,
250, 500g; 1,
2, 5, 10, 15,
20, 25, 30kg","Trị ngoại ký sinh trùng (sán lá đơn chủ) và trị nội ký sinh trùng (sán lá gan, sán dây) trên tôm, cá.",36 tháng,DN.TS6-18
94,BICO MACRO,"Organic Selenium, Ormetoprim, Sulfadimethoxine, Vitamin C, Vitamin E",Bột,"Bao, Gói, Hũ","5, 10, 20, 30,
50, 100, 200,
250, 500g; 1,
2, 5, 10, 15,
20, 25, 30kg","Trị nhiễm khuẩn Pseudomonas sp., Aeromonas sp. trên cá",36 tháng,DN.TS6-4
95,ASI-MACRO,Florfenicol,Dung dịch,"Chai, Can, Lọ","10, 20, 50,
100, 200, 250,
500ml; 1, 2, 4,
5, 10, 20, 25,
30l","Trị nhiễm trùng đường ruột do vi khuẩn Edwardsiella ictaluri gây ra trên cá tra, cá ba sa",36 tháng,DN.TS6-5
96,HOẠI TỬ GAN TỤY,"Sulfadimidine, Trimethoprim",Dung dịch,"Chai, Can, Lọ","10, 20, 50,
100, 200, 250,
500ml; 1, 2, 4,
5, 10, 20, 25,
30l","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm; Trị nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",36 tháng,DN.TS6-6
97,TH-N,Florfenicol,Dung dịch,"Chai, Can, Lọ","10, 20, 50,
100, 200, 250,
500ml; 1, 2, 4,
5, 10, 20, 25,
30l","Trị bệnh gan thận mủ, xuất huyết đường ruột trên cá do vi khuẩn Edwardsiella ictaluri",36 tháng,DN.TS6-7
98,ASI-MEDIC,"Sulfamethoxazole, Trimethoprim",Bột,"Bao, Gói, Hũ","5, 10, 20, 30,
50, 100, 200,
250, 500g; 1,
2, 5, 10, 15,
20, 25, 30kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm; Trị các bệnh nhiễm khuẩn do Aeromonas sp., Pseudomonas fluoresescens, Edwardsiella tarda gây ra trên cá nước ngọt",36 tháng,DN.TS6-8
99,VIÊM GAN THẬN,Doxycycline hyclate,Dung dịch,"Chai, Can, Lọ","10, 20, 50,
100, 200, 250,
500ml; 1, 2, 4,
5, 10, 20, 25,
30l",Trị bệnh đỏ thân trên tôm,36 tháng,DN.TS6-9
100,Aqua C®,"Axit citric, Vitamin C",Dạng bột,"Bao, Xô","50g, 100g,
500g; 1kg, 2.5kg, 5kg, 7.5kg, 10kg, 25kg","Tăng sức đề kháng, chống stress, giúp tôm, cá đạt tỷ lệ sống cao",36 tháng,HCM.TS8- 11
101,Fetant™ A,"Malic acid, Peroxygen (2KHSO5.KHSO4. K2SO4)",Dạng bột,"Bao, Xô","50g, 100g,
500g; 1kg, 2.5kg, 5kg, 7.5kg, 10kg, 15kg, 20kg, 25kg",Khử trùng nước ao nuôi.,24 tháng,HCM.TS8- 12
102,Osamet® Shrimp,"Ormetoprim, Selen hữu cơ, Sulfadimethoxine, Vitamin C, Vitamin E",Dạng bột,"Bao, Xô","50g, 100g,
500g; 1kg, 2.5kg, 5kg, 7.5kg, 10kg, 25kg",Trị bệnh vi khuẩn Vibrio trên tôm,24 tháng,HCM.TS8- 3
103,Hadaclean® A,Praziquantel,Dạng bột,"Bao, Xô","50g, 100g,
500g; 1kg, 2.5kg, 5kg, 7.5kg, 10kg, 20kg, 25kg","Trị ngoại ký sinh trùng: sán lá đơn chủ; trị nội ký sinh trùng: sán lá gan, sán dây trên cá.
Hỗ trợ phòng và trị bệnh ký sinh trùng gây ra trên tôm.",24 tháng,HCM.TS8- 4
104,BayMet®,Oxytetracycline,Dạng bột,"Bao, Xô","50g, 100g,
500g; 1kg, 2.5kg, 5kg, 7.5kg, 10kg, 20kg, 25kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm.
Trị các bệnh nhiễm khuẩn Pseudomonas sp., Aeromonas sp., Edwardsiella sp., (đốm đỏ, hậu môn sưng đỏ, xuất huyết…) trên cá nuôi nước ngọt.",24 tháng,HCM.TS8- 6
105,SUPER STAR,"1-(n butylamino)- 1-methylethyl phosphonic acid, Cyanocobalamin, Sodium benzoate",Dung dịch,"Chai, Can","20, 50, 100,
200, 250,
500ml ; 1, 5,
10, 20, 25 lít",Tăng cường trao đổi chất giúp tôm cá mau lớn,24 tháng,"HCM.TS52
-1"
106,ANTIGERM,"Sulfadiazine sodium, Trimethoprim",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Trị bệnh phát sáng do vi khuẩn vibrio trên tôm. Trị bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ) trên cá nuôi nước ngọt",24 tháng,"HCM.TS52
-10"
107,Red-Lobster,Doxycycline Hyclate,Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Điều trị bệnh đỏ thân trên tôm hùm, cá, tôm gây ra bởi vi khuẩn Vibrio, Alginolyticus",24 tháng,"HCM.TS52
-11"
108,Max-G.R,"1-(n butylamino)- 1-methylethyl phosphonic acid, Cyanocobalamin, Sodium benzoate",Dung dịch,"Chai, Can","20, 50, 100,
200, 250,
500ml ; 1, 5,
10, 20 lít","Tăng cường trao đổi chất giúp tôm, cá mau lớn",24 tháng,"HCM.TS52
-14"
109,C-MINE,"Lysine Hydrochloride, Methionine, Sorbitol, Vitamin A, Vitamin B1, Vitamin B12, Vitamin B2, Vitamin B6, Vitamin C, Vitamin D3, Vitamin E, Vitamin K3",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Tăng cường sức cho tôm, cá; Kích thích tôm, cá ăn nhiều, tăng trưởng nhanh; Phòng chống stress cho tôm, cá khi thời tiết và môi trường thay đổi nhất là nuôi mật độ cao",24 tháng,"HCM.TS52
-2"
110,Gestylic SPP,"Bacillus subtillis, Lactobacillus acidophillus",Dung dịch,"Chai, Can","20, 50, 100,
200, 250,
500ml ; 1, 5,
10, 20 lít","Bổ sung vi sinh vật có lợi vào thức ăn, giúp tôm, cá phát triển tốt",24 tháng,"HCM.TS52
-22"
111,Beta Ro 20 + 20,"Sulfadimidin sodium, Trimethoprim",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Trị bệnh đốm đỏ, xuất huyết trên thân, hậu môn sưng đỏ trên cá tra, cá basa do vi khuẩn Aeromonas hydrophyla và Pseudomonas fluorescens. Trị bệnh do vi khuẩn vibrio trên tôm",24 tháng,"HCM.TS52
-23"
112,Floro 20,"Sulfadimidin sodium, Trimethoprim",Thuốc bột,"Chai, Can","20, 50, 100,
200, 250,
500ml ; 1, 5,
10, 20 lít","Trị bệnh đốm đỏ, xuất huyết trên thân, hậu môn sưng đỏ trên cá tra, cá basa do vi khuẩn Aeromonas hydrophyla và Pseudomonas fluorescens. Trị bệnh do vi khuẩn vibrio trên tôm",24 tháng,"HCM.TS52
-24"
113,Beta Ro 20,"Sulfadimidin sodium, Trimethoprim",Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg",Trị bệnh do vi khuẩn vibrio trên tôm. Trị bệnh nhiễm khuẩn do Aeromonas và Pseudomonas trên cá nuôi nước ngọt,24 tháng,"HCM.TS52
-25"
114,Anti Liver,Oxytetracycline Hydrochloride,Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Trị bệnh phát sáng do vi khuẩn vibrio trên tôm. Trị nhiễm khuẩn Pseudomonas sp., Aeromonas.Sp, Edwardsiella (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",24 tháng,"HCM.TS52
-26"
115,Good Liver,"DL-Methionine, Thiamin Hydrochloride, Vitamin C",Dung dịch,"Chai, Can","1, 2, 5, 10, 20,
50, 100, 110,
125, 250, 280,
300, 350,
500ml ; 1, 2,
5, 10, 20, 25 lít","Cung cấp dinh dưỡng, tăng sức đề kháng cho tôm cá",24 tháng,"HCM.TS52
-27"
116,Bio Special-BS,Lactobacillus acidophillus,Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml ; 1, 5,
10, 20 lít","Kích thích tiêu hóa, giúp tôm, cá hấp thu tốt thức ăn",24 tháng,"HCM.TS52
-28"
117,Beta Glucan C,"Beta-Glucan, Inositol, Vitamin C",Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Tăng cường sức đề kháng, chống stress cho tôm, cá",24 tháng,"HCM.TS52
-29"
118,PARASITIC,Praziquantel,Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Trị ngoại ký sinh trùng: sán lá đơn chủ, rận cá, tôm. Trị nội ký sinh trùng: sán lá gan, sán dây cho cá",24 tháng,"HCM.TS52
-3"
119,BG Vitol,"Inositol, Vitamin A, Vitamin B1, Vitamin B2, Vitamin E",Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Cung cấp vitamin cần thiết cho tôm, cá. Tăng cường hấp thu thức ăn.",24 tháng,"HCM.TS52
-30"
120,Chitosal Beta,"Sorbitol, Vitamin B12",Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Tăng sức đề kháng trên tôm, cá",24 tháng,"HCM.TS52
-31"
121,Glue Fish,"DL-Methionine, L- Lysine Hydrochloride, Sorbitol",Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Cung cấp acid amin thiết yếu cho tôm - cá, giúp tôm - cá ăn nhiều, mau lớn, giải độc gan",24 tháng,"HCM.TS52
-32"
122,Rida Liver,"Betaine, Choline Chloride, DL- Methionine, Lysine Hydrochloride, Riboflavin, Sorbitol, Vitamin B12",Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml ; 1, 5,
10, 20 lít","Tăng cường chức năng gan, tăng khả năng hấp thu các chất dinh dưỡng, kích thích thèm ăn, tăng hiệu quả sử dụng thức ăn trên tôm, cá",24 tháng,"HCM.TS52
-33"
123,Super Gold 9999,"Vitamin A, Vitamin B1, Vitamin B5, Vitamin C, Vitamin D3, Vitamin E",Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml ; 1, 5,
10, 20 lít","Cung cấp vitamin thiết yếu, nâng cao sức đề kháng; Tăng khả năng chịu đựng stress; Nâng cao khả năng chuyển hóa thức ăn trên tôm, cá",24 tháng,"HCM.TS52
-34"
124,White Down,"Betain Hydrochloride, Choline Chloride, DL-Methionine, L- Lysine Hydrochloride, Sorbitol",Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml ; 1, 5,
10, 20 lít","Tăng cường chức năng gan, tăng khả năng hấp thu các chất dinh dưỡng, kích thích thèm ăn, tăng hiệu quả sử dụng thức ăn trên tôm, cá",24 tháng,"HCM.TS52
-35"
125,Oligo Best,"Beta Glucan, Mannan- oligosaccharides, Sodium Selenite, Vitamin C, Vitamin E",Thuốc bột,"Gói, Lon","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Ngăn ngừa stress và phục hồi sức khỏe trên tôm, cá",24 tháng,"HCM.TS52
-36"
126,VITA-E.C,"Vitamin C, Vitamin E",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Nâng cao sức đề kháng, tăng khả năng chịu đựng stress của tôm, cá khi môi trường thay đổi",24 tháng,"HCM.TS52
-4"
127,CALPHOMIX,"Biotin, Calcium gluconate, Calcium-D pantothenate, Vitamin A, Vitamin D3",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Hỗ trợ quá trình lột xác, cứng vỏ sau khi lột của tôm, tăng trưởng cho cá",24 tháng,"HCM.TS52
-5"
128,GESTYLIC,"Amylase, Bacillus subtillis, Lactobacillus acidophillus, Lactobacillus sporogenes, Protease",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Cung cấp enzym tiêu hóa giúp tôm, cá tiêu hóa thức ăn",24 tháng,"HCM.TS52
-6"
129,Stop-PH,"Acid citric, Vitamin C",Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Nâng cao sức đề kháng, giúp tôm, cá giảm stress",24 tháng,"HCM.TS52
-7"
130,FLORMIN 20,"Sulfadimidine sodium, Trimethoprim",Thuốc bột,"Chai, Can","20, 50, 100,
200, 250,
500ml ; 1, 5,
10, 20, 25 lít","Trị bệnh phát sáng do vi khuẩn vibrio trên tôm. Trị bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ) trên cá nuôi nước ngọt",24 tháng,"HCM.TS52
-8"
131,FLOR 300,Florfenicol,Thuốc bột,"Gói, Lon, Bao","50, 100, 200,
250, 400, 500g
; 1, 5, 10, 20,
25kg","Trị bệnh nhiễm trùng huyết đường ruột thường gặp do vi khuẩn Edwardsiella, Ictaluri gây ra trên tôm, cá tra, cá basa. Ngừng sử dụng 12 ngày trước thu hoạch",24 tháng,"HCM.TS52
-9"
132,STAY C 25% AP,"Inositol, Vitamin C phosphorylated",Thuốc bột trộn thức ăn,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg",Chống stress. Tăng cường sức đề kháng cho tôm.,24 tháng,HCM.TS4- 1
133,LAC SHRIMP AP,Chế phẩm lên men Saccharomyces cerevisiae,Thuốc bột trộn thức ăn,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg","Cung cấp dưỡng chất, giúp tiêu hóa tốt thức ăn trên tôm.",24 tháng,HCM.TS4- 10
134,BUTAMIN,"1-(n-butylamino)- 1 methylethyl phosphonic acid, Cyanocobalamin, Methyl hydroxybenzoate",Dung dịch uống,"Chai, Can","100; 250;
500ml; 1; 2; 5
lít","Tăng cường quá trình trao đổi chất, hỗ trợ quá trình sinh trưởng của tôm, cá.",24 tháng,HCM.TS4- 11
135,VITA SHRIMP AP,"Vitamin B1, Vitamin B6, Vitamin D3, Vitamin E, Vitamin A",Dung dịch uống,"Chai, Can",1; 2; 5 lít,Thúc đẩy quá trình lột xác ở tôm. Nâng cao khả năng chuyển hóa thức ăn.,24 tháng,HCM.TS4- 12
136,SG.PROTAMIN,"Vitamin A, Vitamin B1, Vitamin B6, Vitamin D3, Vitamin E",Dung dịch uống,"Chai, Can",1; 2; 5 lít,Thúc đẩy quá trình lột xác ở tôm. Nâng cao khả năng chuyển hóa thức ăn.,24 tháng,HCM.TS4- 13
137,SG.AQUA SULTRIM,"Sulfadiazine Sodium, Trimethoprim",Dung dịch uống,"Ống, Lọ, Chai, Bình, Can","5; 10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 50;
100 lít","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm. Trị các bệnh nhiễm khuẩn do Aeromonas, Pseudomonas như: Đốm đỏ, hậu môn sưng đỏ, xuất huyết trên cá nuôi nước ngọt.",24 tháng,HCM.TS4- 14
138,SG.QUICK CLEAN,"Crude Protein, Fat, Fiber, Praziquantel",Thuốc bột uống,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg",Trị sán lá đơn chủ trên cá.,24 tháng,HCM.TS4- 15
139,AQUADINE,PVPIodine,Khác,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Xử lý nước, dọn tẩy ao nuôi, sát trùng dụng cụ nuôi.",24 tháng,HCM.TS4- 19
140,VITAMIN C- PLUS,"Acid citric, Inositol, Vitamin C",Thuốc bột trộn thức ăn,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg","Tăng cường sức đề kháng,
Chống stress cho tôm, cá khi độ mặn, pH thay đổi.",24 tháng,HCM.TS4- 2
141,BKC 80,Benzalkonium chloride,Khác,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Diệt các loại vi khuẩn, nguyên sinh động vật trong nước.",24 tháng,HCM.TS4- 23
142,BKC SHRIMP AP,Benzalkonium Chloride,Khác,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Diệt khuẩn, nấm nguyên sinh vật, giúp cải thiện môi trường nước ao. Sát trùng ao hồ, bể ương, dụng cụ.",24 tháng,HCM.TS4- 24
143,CBB,Calcium hypochloride,Thuốc bột dùng ngoài,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg",Diệt khuẩn trong nước ao nuôi cá.,24 tháng,HCM.TS4- 26
144,SG.CLEANER 80,Benzalkonium chloride,Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Xử lý nước, dọn tẩy ao nuôi. Diệt khuẩn ao nuôi.",24 tháng,HCM.TS4- 27
145,CLEAR MAX,"Alkyldimethyl benzyl-ammonium chloride, Glutaraldehyde",Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Diệt các loại vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi.
Sát trùng dụng cụ dùng trong nuôi trồng thủy sản.",24 tháng,HCM.TS4- 28
146,CLEAR SHRIMP AP,"Alkyl dimethyl bezyl ammonium chloride, Glutaraldehyde",Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Diệt các loại virus, vi khuẩn, nấm, nguyên sinh động vật gây bệnh cho tôm trong nguồn nước ao nuôi, trong ao lắng. Tẩy trùng dụng cụ nuôi tôm và bể ương tại các trại tôm giống.",24 tháng,HCM.TS4- 29
147,AQUA CAPHOS,"Calcium dihydrogen phosphate, Magnesium dihydrogen phosphate, Manganese dihydrogen phosphate, Sodium dihydrogen phosphate, Zinc dihydrogen phosphate",Dung dịch uống,"Ống, Lọ, Chai, Bình, Can","5; 10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 50;
100 lít","Bổ sung canxi, phospho và vi khoáng tổng hợp, kích thích tôm lột vỏ, mau lớn, kích thước đồng đều.
Mau cứng vỏ sau khi lột.
Giúp vỏ tôm dày, chắc, bóng đẹp, đạt năng suất cao khi thu hoạch.",24 tháng,HCM.TS4- 3
148,GLUTARAL 50,Glutaraldehyde,Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Xử lý nước, dọn tẩy ao nuôi. Diệt khuẩn ao nuôi.",24 tháng,HCM.TS4- 30
149,SG.TCCA 9000,Chlorine,Thuốc bột dùng ngoài,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg","Sát trùng, xử lý nguồn nước cấp cho ao nuôi tôm, cá.
Khử trùng bể nuôi và dụng cụ.",24 tháng,HCM.TS4- 31
150,AQUAXIDE,"Alkyl dimethyl bezyl ammonium chloride, Glutaraldehyde",Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Diệt khuẩn, nấm, nguyên sinh động vật, giúp cải thiện môi trường nước ao.",24 tháng,HCM.TS4- 32
151,IODINE 9000 AP,PVP Iodine,Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Xử lý nước, dọn tẩy ao nuôi. Sát trùng dụng cụ nuôi.",24 tháng,HCM.TS4- 35
152,SG.OXIDE,"Alkyl dimethyl bezyl ammonium chloride, Glutaraldehyde",Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Diệt khuẩn, nấm, nguyên sinh động vật, giúp cải thiện môi trường nước ao nuôi.",24 tháng,HCM.TS4- 37
153,SG.IODINE 10% FOR SHRIMP,Iodine Polyvinylpyrrolidon e Complex,Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Sát khuẩn phổ rộng, tiêu diệt vi khuẩn, nấm và nguyên sinh động vật có hại trong môi trường nước nuôi tôm.",24 tháng,HCM.TS4- 38
154,CALCIPHOS AP,"Calcium dihydrogen phosphate, Magnesium dihydrogen phosphate, Manganese dihydrogen phosphate, Sodium dihydrogen phosphate, Zinc dihydrogen phosphate",Dung dịch uống,"Ống, Lọ, Chai, Bình, Can","5; 10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 50;
100 lít","Bổ sung canxi, phospho và vi khoáng tổng hợp, kích thích tôm lột vỏ, mau lớn. Mau cứng vỏ sau khi lột.",24 tháng,HCM.TS4- 4
155,DINE SHRIMP AP,Iodine Polyvinyl pyrrolidone,Dung dịch dùng ngoài,"Chai, Bình, Can","10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 25; 50;
100; 200 lít","Xử lý nước, sát trùng dụng cụ trong các trại nuôi thủy sản.",24 tháng,HCM.TS4- 40
156,FLOR 10% AQUA,Florfenicol,Thuốc bột trộn thức ăn,"Gói, Hộp, Bao","10; 20; 50;
100; 200; 250;
500g; 1; 5; 10;
20; 25; 50kg","Trị xuất huyết đường ruột do Edwardsiella ictaluri trên cá tra, cá basa.",24 tháng,HCM.TS4- 41
157,LECITHIN AP,"Phospholipid, Vitamin A, Vitamin D3, Vitamin E",Hỗn dịch uống,"Ống, Lọ, Chai, Bình, Can","5; 10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 50;
100 lít","Kích thích tôm bắt mồi nhanh.
Bao bọc viên thức ăn, giảm thất thoát thuốc ra môi trường.",24 tháng,HCM.TS4- 5
158,VITAMIN C 15%,Vitamin C,Thuốc bột trộn thức ăn,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg",Tăng cường sức đề kháng cho cá.,24 tháng,HCM.TS4- 6
159,AQUA FLOR,Florfenicol,Dung dịch uống,"Ống, Lọ, Chai, Bình, Can","5; 10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 50;
100 lít",Điều trị xuất huyết đường ruột cá do vi khuẩn Edwardsiella ictaluri gây ra.,24 tháng,HCM.TS4- 7
160,SG.AMIN,"1-(n-butylamino)- 1 methylethyl phosphonic acid, Cyanocobalamin, Methyl hydroxybenzoate",Dung dịch uống,"Ống, Lọ, Chai, Bình, Can","5; 10; 20; 50;
100; 200; 250;
500ml; 1; 2; 5;
10; 20; 50;
100 lít","Tăng cường trao đổi chất giúp tôm, cá mau lớn.",24 tháng,HCM.TS4- 8
161,VITAMIN C AP,Vitamin C,Thuốc bột trộn thức ăn,"Gói, Hộp, Bao, Thùng, Xô","5; 10; 20; 50;
100; 200; 250;
500g; 1; 2; 5;
10; 20; 25;
50kg","Tăng cường sức đề kháng.
Tăng khả năng chịu đựng stress trên tôm, cá.",24 tháng,HCM.TS4- 9
162,BKC-C14®,Alkyl dimethyl benzyl ammonium chloride,Dung dịch dùng ngoài,"Chai , Bình
, Thùng , Phuy","50 , 100 , 200
, 250 , 500 ml
; 1 , 5 , 10 , 20
, 25 , 50 , 100
, 200 lít","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi, sát trùng dụng cụ nuôi trồng thủy sản",24 tháng,"HCM.TS69
-01"
163,IODINE P®,Iodine,Thuốc bột dùng ngoài,"Gói , Bao , Thùng","100 , 200 ,
500 g ; 1 , 2 ,
5 , 10 , 20 , 25
, 50 kg","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi, sát trùng dụng cụ nuôi trồng thủy sản",24 tháng,"HCM.TS69
-02"
