letter,key,content,,
B,Bacterium,"
     Any of a large group of microscopic organisms having round, rod-shaped,
    spiral, or filamentous unicellular or noncellular bodies that are often
    aggregated into colonies, are enclosed by a cell wall or membrane
    (prokaryotes), and lack fully differentiated nuclei. Bacteria range in size
    from 0.4µm to 2.0µm and may exist as free-living organisms in
    soil, water, organic matter, or as parasites in the live bodies of plants.
    Some are disease producing, but most perform necessary functions such as
    digestion, fermentation, and nitrification. Most of the forms are variously
    grouped under generic names such as: Alcaligenes, Dialister, Escherichia,
    Klebsiella, Kurthia, Pasteurella, Salmonella, and Shigella.
    
      Barometer Instrument used to measure atmospheric pressure.

      ",,
B,Barrier Isolator,"
       A containment device that utilizes barrier technology for the enclosure
      of a controlled workspace. There are two main types of isolator: 1. Type 1
      Isolator: An isolator designed to protect the product from
      process-generated and external factors that would compromise its quality.
      2. Type 2 Isolator: An isolator designed to protect the product from
      process-generated and external factors that would compromise its quality
      and to protect the operator from hazards associated with the product.
       ",,
B,Barrier Technology,"
       The technology of using separating environments, whether protecting the
      world from a product or the product from the world. Containment, barrier
      isolation and isolation all refer to the same technology, which is
      enclosing an environment. There are, however, some redefining terms that
      are gaining favor: 1. Containment - protect the world from the product (as
      in the case of highly potent compounds or a toxic). 2. Isolation - protect
      the product from the world (as in the case of a sterile product). 3. ISO
      14644-7 ""Minienvironments and Isolators"" will define further
      levels of devices  ",,
B,Base,"
       An electropositive element or radical that unites with an acid to form a
      salt. Or, a substance that when dissolved in water, dissociates to produce
      one or more hydroxyl ions (OH-).  ",,
B,Base Pair (bp),"
       Two nucleotides that are in different nucleic acid chains and whose bases
      pair by hydrogen bonding. In DNA, the nucleotide bases are adenine (A)
      that always pairs with thymine (T) and guanine (G) which pairs with
      cytosine (C). In RNA molecules, adenine (A) joins the uracil (U). Two
      strands of DNA are held together in the shape of a double helix by the
      bonds between these pairs.  ",,
B,Base Sequence,"
       The order of nucleotide bases in a DNA molecule.  ",,
B,Base Sequence,"
       Analysis A method, sometimes automated, for determining the base
      sequence.  ",,
B,Baseline,"
       In some analytical procedures a sample is dissolved in water or combined
      with other reagents for analysis. A ""blank"" or standard
      consisting of the same reagents may be analyzed without sample present.
      This provides a comparative reference point, or baseline, so that the test
      results can be attributed solely to the sample itself.  ",,
B,Baseline? Pharmaceutical Engineering Guides (ISPE),"
       A series of industry publications developed in partnership with the US
      Food and Drug Administration (FDA). Each volume in the series is a
      collaborative effort of industry leaders representing a broad
      cross-section of manufacturers and other industry experts. The Guides
      document current industry practice for facilities and systems used for
      production of pharmaceutical products and medical devices. They are
      intended to: 
    
    
      Establish a baseline approach to new and renovated facility design,
        construction, commissioning, and qualification that is based upon clear
        understanding of the type of product and its manufacturing process.
      Prioritize facility design features based upon the impact on product
        and process.
      Avoid unnecessary spending on facility features that do not
        contribute to consistent production of quality products.
    
    
      The Guides include five product manufacturing operation based guides
        (vertical guides), and three support system/function based guides
        (horizontal guides):

        

          1. Volume I - Bulk Pharmaceutical Chemicals (1996)
          2. Volume II - Oral Solid Dosage Forms (1998)
          3. Volume III - Sterile Manufacturing Facilities (1999)
          4. Volume VI - Biotech (in progress)
          5. Volume -Oral Liquids and Aerosols
          6. Volume IV - Water and Steam Systems (in progress)
          7. Volume V - Commissioning and Qualification Guide (in progress)
          8. Volume VII - Packaging and Warehousing

         
      ",,
B,Basidiomycetes,"
       Reproduce by basidiospores, which are extended from the stalks of
      specialized cells called the basidia. The class comprises
      Photobasidiomycetes (smuts and rusts) and the Hymenomycetes (mushrooms and
      puffballs).  ",,
B,Basis of Design,"
       A design document that describes what the purpose of a given system is
      and how the system will accomplish its required task. This document is
      created and approved before the issuance of bid specifications and is
      often used to develop them. Until the system is developed this is a
      conceptual document.  ",,
B,Batch,"
       A specific quantity of material produced in a process or series of
      processes so that is expected to be homogeneous within specified limits.
      In the case of continuous production a batch may correspond to a defined
      fraction of the production, characterized by its intended homogeneity. The
      batch size may be defined either by fixed quantity or the amount produced
      in a fixed time interval.  ",,
