INGREDIENT_NAME,ROUTE,DOSAGE_FORM,CAS_NUMBER,UNII,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
AMARANTH,ORAL,SOLUTION,915673,37RBV3X49K,0.11,mg/1ml,,,
AMARANTH,ORAL,SUSPENSION,915673,37RBV3X49K,0.1,mg/1ml,,,
AMARANTH,ORAL,SYRUP,915673,37RBV3X49K,0.03,mg/1ml,,,
AMARANTH,ORAL,TABLET,915673,37RBV3X49K,0.48,mg,,,
AMARANTH,ORAL,"TABLET, COATED",915673,37RBV3X49K,0.02,mg,,,
AMARANTH,ORAL,"TABLET, FILM COATED",915673,37RBV3X49K,0.01,mg,,,
AMARANTH,TOPICAL,SHAMPOO,915673,37RBV3X49K,0.57,%w/w,,,
AMBERLITE,ORAL,CAPSULE,9079258,NA,4.86,mg,,,
AMBERLITE,ORAL,TABLET,9079258,NA,110,mg,,,
AMBERLITE,ORAL,"TABLET, COATED",9079258,NA,,NA,,,
AMBERLITE,ORAL,"TABLET, FILM COATED",9079258,NA,25,mg,,,
AMBERLITE XE-88,ORAL,TABLET,9002340,NA,10,mg,,,
AMBERLITE XE-88,ORAL,"TABLET, COATED",9002340,NA,11,mg,,,
AMBERLITE XE-88,ORAL,"TABLET, FILM COATED",9002340,NA,30,mg,,,
AMBERLITE XE-88,ORAL,WAFER,9002340,NA,8,mg,,,
AMERCHOL-CAB,TOPICAL,OINTMENT,8029047,NA,10,%w/w,,,
AMINOBENZOATE SODIUM,ORAL,CAPSULE,555066,75UI7QUZ5J,,NA,,,
AMINOBENZOATE SODIUM,ORAL,TABLET,555066,75UI7QUZ5J,,NA,,,
AMINOMETHYLPROPANOL,TOPICAL,CREAM,124685,LU49E6626Q,1,%w/w,,,
AMINOMETHYLPROPANOL,TOPICAL,LOTION,124685,LU49E6626Q,0.3,%w/w,,,
AMMONIA SOLUTION,INTRAVENOUS,INJECTION,7664417,5138Q19F1X,0.22,%w/v,,,
AMMONIA SOLUTION,OPHTHALMIC,SOLUTION,7664417,5138Q19F1X,,ADJ PH,,,
AMMONIA SOLUTION,ORAL,CAPSULE,7664417,5138Q19F1X,0.01,mg,,,
AMMONIA SOLUTION,ORAL,"CAPSULE, DELAYED RELEASE",7664417,5138Q19F1X,,,2,mg,
AMMONIA SOLUTION,ORAL,"CAPSULE, EXTENDED RELEASE",7664417,5138Q19F1X,,NA,,,
AMMONIA SOLUTION,ORAL,SUSPENSION,7664417,5138Q19F1X,,NA,,,
AMMONIA SOLUTION,ORAL,TABLET,7664417,5138Q19F1X,,NA,,,
AMMONIA SOLUTION,ORAL,"TABLET, DELAYED RELEASE",7664417,5138Q19F1X,,NA,,,
AMMONIA SOLUTION,ORAL,"TABLET, EXTENDED RELEASE",7664417,5138Q19F1X,,,6,mg,
AMMONIA SOLUTION,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",7664417,5138Q19F1X,,NA,,,
AMMONIA SOLUTION,SUBCUTANEOUS,INJECTION,7664417,5138Q19F1X,,ADJ PH,,,
AMMONIA SOLUTION,SUBLINGUAL,FILM,7664417,5138Q19F1X,,NA,,,
AMMONIA SOLUTION,TOPICAL,CREAM,7664417,5138Q19F1X,5.72,%w/w,,,
AMMONIA SOLUTION,TOPICAL,GEL,7664417,5138Q19F1X,1.2,%w/w,,,
AMMONIA SOLUTION,TOPICAL,LOTION,7664417,5138Q19F1X,,ADJ PH,,,
AMMONIO METHACRYLATE COPOLYMER,ORAL,"CAPSULE, EXTENDED RELEASE",,NA,,,6,mg,
AMMONIO METHACRYLATE COPOLYMER,ORAL,TABLET,,NA,,NA,,,
AMMONIO METHACRYLATE COPOLYMER TYPE A,ORAL,"CAPSULE, EXTENDED RELEASE",33434241,8GQS4E66YY,,,64,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE A,ORAL,"POWDER, FOR SUSPENSION",33434241,8GQS4E66YY,161,mg/5ml,,,
AMMONIO METHACRYLATE COPOLYMER TYPE A,ORAL,"TABLET, EXTENDED RELEASE",33434241,8GQS4E66YY,,,361,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE A,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",33434241,8GQS4E66YY,25,mg,,,
AMMONIO METHACRYLATE COPOLYMER TYPE B,ORAL,CAPSULE,33434241,161H3B14U2,,,38,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE B,ORAL,"CAPSULE, EXTENDED RELEASE",33434241,161H3B14U2,,,1972,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE B,ORAL,TABLET,33434241,161H3B14U2,,,600,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE B,ORAL,"TABLET, CHEWABLE",33434241,161H3B14U2,,,100,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE B,ORAL,"TABLET, EXTENDED RELEASE",33434241,161H3B14U2,,,440,mg,
AMMONIO METHACRYLATE COPOLYMER TYPE B,ORAL,"TABLET, FILM COATED",33434241,161H3B14U2,,,32,mg,
AMMONIUM ACETATE,INTRAMUSCULAR,INJECTION,631618,RRE756S6Q2,,,160,mg,
AMMONIUM ACETATE,INTRAVENOUS,INJECTION,631618,RRE756S6Q2,,,160,mg,
AMMONIUM CALCIUM ALGINATE,ORAL,TABLET,,NA,10.72,mg,,,
AMMONIUM CHLORIDE,ORAL,CAPSULE,12125029,01Q9PC255D,,,8,mg,
AMMONIUM CHLORIDE,ORAL,SYRUP,12125029,01Q9PC255D,131.68,mg/5ml,,,
AMMONIUM CHLORIDE,ORAL,TABLET,12125029,01Q9PC255D,,,8,mg,
AMMONIUM CHLORIDE,ORAL,"TABLET, EXTENDED RELEASE",12125029,01Q9PC255D,,,21,mg,
AMMONIUM CHLORIDE,ORAL,"TABLET, FILM COATED",12125029,01Q9PC255D,8,mg,,,
AMMONIUM LAURYL SULFATE,TOPICAL,AEROSOL,2235543,Q7AO2R1M0B,,NA,,,
AMMONIUM LAURYL SULFATE,TOPICAL,EMULSION,2235543,Q7AO2R1M0B,39.75,%w/w,,,
AMMONIUM LAURYL SULFATE,TOPICAL,"SHAMPOO, SUSPENSION",2235543,Q7AO2R1M0B,30,%w/w,,,
"AMMONIUM PHOSPHATE, DIBASIC",ORAL,TABLET,7783280,10LGE70FSU,0.4,mg,,,
"AMMONIUM PHOSPHATE, DIBASIC",ORAL,"TABLET, EXTENDED RELEASE",7783280,10LGE70FSU,0.4,mg,,,
"AMMONIUM PHOSPHATE, DIBASIC",SUBLINGUAL,TABLET,7783280,10LGE70FSU,0.2,mg,,,
AMMONIUM SULFATE,INTRAVENOUS,"INJECTABLE, LIPOSOMAL",7783202,SU46BAM238,,,81,mg,
AMMONIUM SULFATE,INTRAVENOUS,"INJECTION, SUSPENSION, LIPOSOMAL",7783202,SU46BAM238,0.2,%w/v,,,
AMPHOTERIC-9,TOPICAL,CREAM,627910321,NA,0.66,%w/w,,,
ANETHOLE,DENTAL,"PASTE, DENTIFRICE",4180238,Q3JEK5DO4K,9.4,%w/w,,,
ANETHOLE,DENTAL,SOLUTION,4180238,Q3JEK5DO4K,,NA,,,
ANETHOLE,ORAL,ELIXIR,4180238,Q3JEK5DO4K,0.03,mg,,,
ANETHOLE,ORAL,SYRUP,4180238,Q3JEK5DO4K,2.3,mg/5ml,,,
ANHYDROUS CITRIC ACID,BUCCAL,FILM,77929,XF417D3PSL,,,9,mg,
ANHYDROUS CITRIC ACID,BUCCAL,"FILM, SOLUBLE",77929,XF417D3PSL,,,2,mg,
ANHYDROUS CITRIC ACID,INTRACARDIAC,INJECTION,77929,XF417D3PSL,,,25,mg,
ANHYDROUS CITRIC ACID,INTRAMUSCULAR,INJECTION,77929,XF417D3PSL,,,25,mg,
ANHYDROUS CITRIC ACID,INTRAMUSCULAR,"INJECTION, SOLUTION",77929,XF417D3PSL,,,25,mg,
ANHYDROUS CITRIC ACID,INTRAVENOUS,CONCENTRATE,77929,XF417D3PSL,,ADJ PH,,,
ANHYDROUS CITRIC ACID,INTRAVENOUS,INJECTION,77929,XF417D3PSL,,,510,mg,
ANHYDROUS CITRIC ACID,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",77929,XF417D3PSL,,,35,mg,Y
ANHYDROUS CITRIC ACID,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",77929,XF417D3PSL,,,414,mg,
ANHYDROUS CITRIC ACID,INTRAVENOUS,"INJECTION, SOLUTION",77929,XF417D3PSL,,,540,mg,
ANHYDROUS CITRIC ACID,INTRAVENOUS,"INJECTION, SOLUTION, CONCENTRATE",77929,XF417D3PSL,,,81,mg,
ANHYDROUS CITRIC ACID,INTRAVENOUS,LIQUID,77929,XF417D3PSL,,,18,mg,
ANHYDROUS CITRIC ACID,INTRAVENOUS,"SOLUTION, CONCENTRATE",77929,XF417D3PSL,,,60,mg,
ANHYDROUS CITRIC ACID,NASAL,SPRAY,77929,XF417D3PSL,,,5,mg,
ANHYDROUS CITRIC ACID,NASAL,"SPRAY, METERED",77929,XF417D3PSL,1.2,mg/1ml,,,
ANHYDROUS CITRIC ACID,OPHTHALMIC,SOLUTION,77929,XF417D3PSL,0.09,%w/v,,,
ANHYDROUS CITRIC ACID,OPHTHALMIC,SUSPENSION/ DROPS,77929,XF417D3PSL,0.05,%w/v,,,
ANHYDROUS CITRIC ACID,ORAL,CAPSULE,77929,XF417D3PSL,,,131,mg,
ANHYDROUS CITRIC ACID,ORAL,"CAPSULE, LIQUID FILLED",77929,XF417D3PSL,,,360,mg,
ANHYDROUS CITRIC ACID,ORAL,CONCENTRATE,77929,XF417D3PSL,,,84,mg,
ANHYDROUS CITRIC ACID,ORAL,ELIXIR,77929,XF417D3PSL,,,90,mg,
ANHYDROUS CITRIC ACID,ORAL,"FILM, SOLUBLE",77929,XF417D3PSL,,,7,mg,
ANHYDROUS CITRIC ACID,ORAL,"GRANULE, FOR SUSPENSION",77929,XF417D3PSL,,,29,mg,
ANHYDROUS CITRIC ACID,ORAL,LIQUID,77929,XF417D3PSL,,,12,mg,
ANHYDROUS CITRIC ACID,ORAL,LOZENGE,77929,XF417D3PSL,9.8,mg,,,
ANHYDROUS CITRIC ACID,ORAL,PASTE,77929,XF417D3PSL,,,26,mg,
ANHYDROUS CITRIC ACID,ORAL,"POWDER, FOR SOLUTION",77929,XF417D3PSL,,,123,mg,
ANHYDROUS CITRIC ACID,ORAL,"POWDER, FOR SUSPENSION",77929,XF417D3PSL,,,570,mg,
ANHYDROUS CITRIC ACID,ORAL,SOLUTION,77929,XF417D3PSL,,,2262,mg,
ANHYDROUS CITRIC ACID,ORAL,SUSPENSION,77929,XF417D3PSL,,,400,mg,
ANHYDROUS CITRIC ACID,ORAL,"SUSPENSION, EXTENDED RELEASE",77929,XF417D3PSL,,,62,mg,
ANHYDROUS CITRIC ACID,ORAL,SUSPENSION/ DROPS,77929,XF417D3PSL,,,15,mg,
ANHYDROUS CITRIC ACID,ORAL,SYRUP,77929,XF417D3PSL,,,268,mg,
ANHYDROUS CITRIC ACID,ORAL,TABLET,77929,XF417D3PSL,,,40,mg,
ANHYDROUS CITRIC ACID,ORAL,"TABLET, CHEWABLE",77929,XF417D3PSL,,,4,mg,
ANHYDROUS CITRIC ACID,ORAL,"TABLET, CHEWABLE, EXTENDED RELEASE",77929,XF417D3PSL,,,12,mg,
ANHYDROUS CITRIC ACID,ORAL,"TABLET, EFFERVESCENT",77929,XF417D3PSL,,,840,mg,
ANHYDROUS CITRIC ACID,ORAL,"TABLET, EXTENDED RELEASE",77929,XF417D3PSL,,,312,mg,
ANHYDROUS CITRIC ACID,ORAL,"TABLET, ORALLY DISINTEGRATING",77929,XF417D3PSL,,,46,mg,
ANHYDROUS CITRIC ACID,ORAL,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",77929,XF417D3PSL,,,48,mg,
ANHYDROUS CITRIC ACID,RECTAL,SUSPENSION,77929,XF417D3PSL,,,904,mg,
ANHYDROUS CITRIC ACID,RESPIRATORY (INHALATION),SOLUTION,77929,XF417D3PSL,,,1,mg,
ANHYDROUS CITRIC ACID,RESPIRATORY (INHALATION),SUSPENSION,77929,XF417D3PSL,,,1,mg,
ANHYDROUS CITRIC ACID,SUBCUTANEOUS,INJECTION,77929,XF417D3PSL,,,25,mg,
ANHYDROUS CITRIC ACID,SUBCUTANEOUS,"INJECTION, SOLUTION",77929,XF417D3PSL,,,25,mg,
ANHYDROUS CITRIC ACID,SUBLINGUAL,FILM,77929,XF417D3PSL,,,11,mg,
ANHYDROUS CITRIC ACID,SUBLINGUAL,TABLET,77929,XF417D3PSL,,,36,mg,
ANHYDROUS CITRIC ACID,SUBLINGUAL,"TABLET, ORALLY DISINTEGRATING",77929,XF417D3PSL,,ADJ PH,,,
ANHYDROUS CITRIC ACID,TOPICAL,AEROSOL,77929,XF417D3PSL,0.08,%w/w,,,
ANHYDROUS CITRIC ACID,TOPICAL,"AEROSOL, FOAM",77929,XF417D3PSL,,,6,mg,
ANHYDROUS CITRIC ACID,TOPICAL,CLOTH,77929,XF417D3PSL,4.2,mg,,,
ANHYDROUS CITRIC ACID,TOPICAL,CREAM,77929,XF417D3PSL,,,1,mg,
ANHYDROUS CITRIC ACID,TOPICAL,GEL,77929,XF417D3PSL,,,3,mg,
ANHYDROUS CITRIC ACID,TOPICAL,LOTION,77929,XF417D3PSL,,,211,mg,
ANHYDROUS CITRIC ACID,TOPICAL,OIL,77929,XF417D3PSL,,,2,mg,
ANHYDROUS CITRIC ACID,TOPICAL,SHAMPOO,77929,XF417D3PSL,0.07,%w/w,,,
ANHYDROUS CITRIC ACID,TOPICAL,SOLUTION,77929,XF417D3PSL,4.35,%w/v,,,
ANHYDROUS CITRIC ACID,TOPICAL,SPRAY,77929,XF417D3PSL,0.01,%w/w,,,
ANHYDROUS CITRIC ACID,TRANSMUCOSAL,LOZENGE,77929,XF417D3PSL,11,mg,,,
ANHYDROUS DEXTROSE,INTRAMUSCULAR,INJECTION,50997,5SL0G7R0OK,,,300,mg,
ANHYDROUS DEXTROSE,INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",50997,5SL0G7R0OK,3.9,%w/v,,,
ANHYDROUS DEXTROSE,INTRASPINAL,INJECTION,50997,5SL0G7R0OK,8.25,%w/v,,,
ANHYDROUS DEXTROSE,INTRAVENOUS,INJECTION,50997,5SL0G7R0OK,,,36000,mg,
ANHYDROUS DEXTROSE,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",50997,5SL0G7R0OK,3.9,%w/v,,,
ANHYDROUS DEXTROSE,INTRAVENOUS,"INJECTION, SOLUTION",50997,5SL0G7R0OK,5,%w/v,,,
ANHYDROUS DEXTROSE,NASAL,"SPRAY, METERED",50997,5SL0G7R0OK,,,25,mg,
ANHYDROUS DEXTROSE,ORAL,"GRANULE, FOR SUSPENSION",50997,5SL0G7R0OK,,,16878,mg,
ANHYDROUS DEXTROSE,ORAL,POWDER,50997,5SL0G7R0OK,0.5,mg,,,
ANHYDROUS DEXTROSE,ORAL,"TABLET, CHEWABLE",50997,5SL0G7R0OK,,,1592,mg,Y
ANHYDROUS DEXTROSE,ORAL,"TABLET, EXTENDED RELEASE",50997,5SL0G7R0OK,,,30,mg,
ANHYDROUS DEXTROSE,SUBCUTANEOUS,INJECTION,50997,5SL0G7R0OK,7.5,%w/v,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,BUCCAL,TABLET,7757939,L11K75P92J,60,mg,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,DENTAL,"PASTE, DENTIFRICE",7757939,L11K75P92J,48.36,%w/w,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,CAPSULE,7757939,L11K75P92J,401,mg,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"CAPSULE, EXTENDED RELEASE",7757939,L11K75P92J,301.7,mg,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,PASTILLE,7757939,L11K75P92J,,NA,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,SYRUP,7757939,L11K75P92J,,NA,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,TABLET,7757939,L11K75P92J,,,2240,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"TABLET, CHEWABLE",7757939,L11K75P92J,50,mg,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"TABLET, COATED",7757939,L11K75P92J,333.3,mg,,,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"TABLET, DELAYED RELEASE",7757939,L11K75P92J,,,2834,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"TABLET, EXTENDED RELEASE",7757939,L11K75P92J,,,360,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"TABLET, FILM COATED",7757939,L11K75P92J,,,1111,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,ORAL,"TABLET, FOR SUSPENSION",7757939,L11K75P92J,,,406,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,SUBLINGUAL,POWDER,7757939,L11K75P92J,,,30,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,SUBLINGUAL,TABLET,7757939,L11K75P92J,,,28,mg,
ANHYDROUS DIBASIC CALCIUM PHOSPHATE,TOPICAL,CREAM,7757939,L11K75P92J,36,%w/w,,,
ANHYDROUS LACTOSE,BUCCAL,TABLET,63423,3SY5LH9PMK,,,48,mg,
ANHYDROUS LACTOSE,INTRAMUSCULAR,INJECTION,63423,3SY5LH9PMK,25,mg,,,
ANHYDROUS LACTOSE,INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",63423,3SY5LH9PMK,25,mg,,,
ANHYDROUS LACTOSE,INTRAVENOUS,INJECTION,63423,3SY5LH9PMK,,,375,mg,
ANHYDROUS LACTOSE,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",63423,3SY5LH9PMK,25,mg,,,
ANHYDROUS LACTOSE,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",63423,3SY5LH9PMK,,,375,mg,
ANHYDROUS LACTOSE,ORAL,CAPSULE,63423,3SY5LH9PMK,,,2490,mg,
ANHYDROUS LACTOSE,ORAL,"CAPSULE, DELAYED RELEASE",63423,3SY5LH9PMK,,,360,mg,
ANHYDROUS LACTOSE,ORAL,"CAPSULE, EXTENDED RELEASE",63423,3SY5LH9PMK,,,869,mg,
ANHYDROUS LACTOSE,ORAL,"GRANULE, FOR SUSPENSION",63423,3SY5LH9PMK,,,3025,mg,
ANHYDROUS LACTOSE,ORAL,POWDER,63423,3SY5LH9PMK,,,5,mg,
ANHYDROUS LACTOSE,ORAL,"POWDER, FOR SUSPENSION",63423,3SY5LH9PMK,,,469,mg,
ANHYDROUS LACTOSE,ORAL,SUSPENSION,63423,3SY5LH9PMK,15.69,mg/5ml,,,
ANHYDROUS LACTOSE,ORAL,TABLET,63423,3SY5LH9PMK,,,1800,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, CHEWABLE",63423,3SY5LH9PMK,,,2850,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, COATED",63423,3SY5LH9PMK,,,504,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, DELAYED RELEASE",63423,3SY5LH9PMK,,,1083,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, EXTENDED RELEASE",63423,3SY5LH9PMK,,,529,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, FILM COATED",63423,3SY5LH9PMK,,,2906,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",63423,3SY5LH9PMK,,,316,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, FOR SUSPENSION",63423,3SY5LH9PMK,,,15,mg,
ANHYDROUS LACTOSE,ORAL,"TABLET, ORALLY DISINTEGRATING",63423,3SY5LH9PMK,,,410,mg,
ANHYDROUS LACTOSE,SUBLINGUAL,TABLET,63423,3SY5LH9PMK,128,mg,,,
ANHYDROUS TRISODIUM CITRATE,INTRA-ARTICULAR,INJECTION,68042,RS7A450LGA,1,%w/v,,,
ANHYDROUS TRISODIUM CITRATE,INTRABURSAL,INJECTION,68042,RS7A450LGA,1,%w/v,,,
ANHYDROUS TRISODIUM CITRATE,INTRALESIONAL,INJECTION,68042,RS7A450LGA,0.96,%w/v,,,
ANHYDROUS TRISODIUM CITRATE,INTRAMUSCULAR,INJECTION,68042,RS7A450LGA,,,792,mg,
ANHYDROUS TRISODIUM CITRATE,INTRAVENOUS,CONCENTRATE,68042,RS7A450LGA,,,24,mg,
ANHYDROUS TRISODIUM CITRATE,INTRAVENOUS,INJECTION,68042,RS7A450LGA,,,792,mg,
ANHYDROUS TRISODIUM CITRATE,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",68042,RS7A450LGA,69.9,mg,,,
ANHYDROUS TRISODIUM CITRATE,NASAL,SPRAY,68042,RS7A450LGA,,,8,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,"GRANULE, EFFERVESCENT",68042,RS7A450LGA,935,mg,,,
ANHYDROUS TRISODIUM CITRATE,ORAL,"GRANULE, FOR SUSPENSION",68042,RS7A450LGA,,,4000,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,"POWDER, FOR SOLUTION",68042,RS7A450LGA,48,mg/5ml,,,
ANHYDROUS TRISODIUM CITRATE,ORAL,"POWDER, FOR SUSPENSION",68042,RS7A450LGA,,,232,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,SOLUTION,68042,RS7A450LGA,,,240,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,SUSPENSION,68042,RS7A450LGA,,,21,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,"SUSPENSION, EXTENDED RELEASE",68042,RS7A450LGA,,,47,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,TABLET,68042,RS7A450LGA,,,720,mg,
ANHYDROUS TRISODIUM CITRATE,ORAL,"TABLET, CHEWABLE",68042,RS7A450LGA,72.5,mg,,,
ANHYDROUS TRISODIUM CITRATE,ORAL,"TABLET, DELAYED RELEASE",68042,RS7A450LGA,15,mg,,,
ANHYDROUS TRISODIUM CITRATE,RESPIRATORY (INHALATION),SUSPENSION,68042,RS7A450LGA,,,2,mg,
ANHYDROUS TRISODIUM CITRATE,SOFT TISSUE,INJECTION,68042,RS7A450LGA,0.96,%w/v,,,
ANHYDROUS TRISODIUM CITRATE,SUBCUTANEOUS,INJECTION,68042,RS7A450LGA,0.94,%w/v,,,
ANHYDROUS TRISODIUM CITRATE,SUBLINGUAL,FILM,68042,RS7A450LGA,,,4,mg,
ANHYDROUS TRISODIUM CITRATE,SUBLINGUAL,TABLET,68042,RS7A450LGA,,,36,mg,
ANHYDROUS TRISODIUM CITRATE,TOPICAL,CREAM,68042,RS7A450LGA,,,4,mg,
ANHYDROUS TRISODIUM CITRATE,TOPICAL,LOTION,68042,RS7A450LGA,0.08,%w/w,,,
ANIDRISORB 85/70,ORAL,CAPSULE,,NA,,,170,mg,
ANIDRISORB 85/70,ORAL,"CAPSULE, LIQUID FILLED",,NA,,,187,mg,
ANISE,ORAL,ELIXIR,,21C2F5E8RE,0.15,mg/5ml,,,
ANISE,ORAL,SOLUTION,,21C2F5E8RE,,,72,mg,
ANISE OIL,DENTAL,"PASTE, DENTIFRICE",8007703,6Y89129C8H,,NA,,,
ANISE OIL,DENTAL,"POWDER, DENTIFRICE",8007703,6Y89129C8H,,NA,,,
ANISE OIL,ORAL,DROPS,8007703,6Y89129C8H,0.4,mg/1ml,,,
ANISE OIL,ORAL,ELIXIR,8007703,6Y89129C8H,0.15,ml/5ml,,,
ANISE OIL,ORAL,PASTILLE,8007703,6Y89129C8H,16,mg,,,
ANISE OIL,ORAL,SOLUTION,8007703,6Y89129C8H,1.4,mg,,,
ANISE OIL,ORAL,SUSPENSION,8007703,6Y89129C8H,1,ml/5ml,,,
ANOXID SBN,TOPICAL,CREAM,,NA,0.16,%w/w,,,
ANTIFOAM,ORAL,"CAPSULE, EXTENDED RELEASE",8051089,NA,0.16,mg,,,
ANTIFOAM,ORAL,"POWDER, FOR SUSPENSION",8051089,NA,,NA,,,
ANTIFOAM,ORAL,"TABLET, COATED",8051089,NA,,NA,,,
ANTIFOAM,ORAL,"TABLET, DELAYED RELEASE",8051089,NA,0.12,mg,,,
ANTIPYRINE,OPHTHALMIC,SOLUTION,60800,T3CHA1B51H,0.1,%w/w,,,
APAFLURANE,RESPIRATORY (INHALATION),"AEROSOL, METERED",431890,R40P36GDK6,98.02,%w/w,,,
APRICOT KERNEL OIL PEG-6 ESTERS,TOPICAL,CREAM,,DRG3KJZ1TJ,,,280,mg,
APRICOT KERNEL OIL PEG-6 ESTERS,VAGINAL,CREAM,,DRG3KJZ1TJ,2.94,%w/w,,,
AQUAPHOR,TOPICAL,CREAM,8029150,NA,1,%w/w,,,
AQUAPHOR,TOPICAL,OINTMENT,8029150,NA,47.3,%w/w,,,
AQUARIUS BP 19008,ORAL,"TABLET, EXTENDED RELEASE",,NA,,,33,mg,
ARGININE,INTRAMUSCULAR,INJECTION,74793,94ZLA3W45F,,NA,,,
ARGININE,INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",74793,94ZLA3W45F,,ADJ PH,,,
ARGININE,INTRAMUSCULAR,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",74793,94ZLA3W45F,,,6240,mg,
ARGININE,INTRAVENOUS,INJECTION,74793,94ZLA3W45F,,,790,mg,
ARGININE,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",74793,94ZLA3W45F,,,3600,mg,Y
ARGININE,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",74793,94ZLA3W45F,,,6240,mg,
ARGININE,INTRAVENOUS,"INJECTION, SOLUTION",74793,94ZLA3W45F,0.29,%w/v,,,
ARGININE,INTRAVENOUS,"POWDER, FOR SOLUTION",74793,94ZLA3W45F,7.07,%w/v,,,
ARGININE,ORAL,TABLET,74793,94ZLA3W45F,,,50,mg,
ARGININE,ORAL,"TABLET, EXTENDED RELEASE",74793,94ZLA3W45F,,,20,mg,
ARGININE,ORAL,"TABLET, FILM COATED",74793,94ZLA3W45F,,,25,mg,
ARGININE,ORAL,"TABLET, MULTILAYER, EXTENDED RELEASE",74793,94ZLA3W45F,,,20,mg,
ARLACEL,TOPICAL,CREAM,8029229,NA,3,%w/w,,,
ARLACEL,TOPICAL,EMULSION,8029229,NA,5.5,%w/w,,,
ASCORBIC ACID,INFILTRATION,"INJECTION, SOLUTION",50817,PQ6CK8PD0R,0.2,%w/v,,,
ASCORBIC ACID,INTRACAVITARY,INJECTION,50817,PQ6CK8PD0R,5,mg,,,
ASCORBIC ACID,INTRAMUSCULAR,INJECTION,50817,PQ6CK8PD0R,,,192,mg,
ASCORBIC ACID,INTRAVENOUS,INJECTION,50817,PQ6CK8PD0R,,,1440,mg,
ASCORBIC ACID,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",50817,PQ6CK8PD0R,2,mg,,,
ASCORBIC ACID,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",50817,PQ6CK8PD0R,,,1440,mg,
ASCORBIC ACID,INTRAVENOUS,"INJECTION, SOLUTION",50817,PQ6CK8PD0R,0.2,%w/v,,,
ASCORBIC ACID,ORAL,CAPSULE,50817,PQ6CK8PD0R,7,mg,,,
