 Name , Year ,SMILES,MW,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,TPSA,XLOGP3
 METHIMAZOLE ,1950,CN(C=CN1)C1=S,114.17,0.25,0,0,1,52.81,-0.34
 NOREPINEPHRINE ,1950,NCC(c(cc1)cc(O)c1O)O,169.18,0.25,2,4,4,86.71,-1.24
 OXYCODONE ,1950,CN(CC[C@@]12c(c(C3)ccc4OC)c4O[C@@H]2C(CC2)=O)[C@@H]3[C@]12O,315.36,0.61,1,5,1,59,-0.95
 PROCAINAMIDE ,1950,CCN(CC)CCNC(c(cc1)ccc1N)=O,235.33,0.46,7,2,2,58.36,0.88
 QUINIDINE ,1950,COc1cc2c([C@@H]([C@@H](C[C@@H]3CC4)N4C[C@@H]3C=C)O)ccnc2cc1,324.42,0.45,4,4,1,45.59,2.88
 SECOBARBITAL ,1950,CCCC(C)C(CC=C)(C(NC(N1)=O)=O)C1=O,238.28,0.58,5,3,2,75.27,1.97
 SULFASALAZINE ,1950,[O-]C(C(C(C=C1)=O)=C/C1=N/Nc(cc1)ccc1S(Nc1ncccc1)(=O)=O)=O,397.38,0,6,7,2,149.03,2.26
 CHLOROTRIANISENE ,1951,COc(cc1)ccc1C(c(cc1)ccc1OC)=C(c(cc1)ccc1OC)Cl,295.72,0,1,6,2,135.45,0.24
 DISULFIRAM ,1951,CCN(CC)C(SSC(N(CC)CC)=S)=S,296.54,0.8,9,0,0,121.26,3.88
 DYPHYLLINE ,1951,CN(c1c(C(N2C)=O)n(CC(CO)O)cn1)C2=O,254.24,0.5,3,5,2,102.28,-1.82
 EDROPHONIUM ,1951,CC[N+](C)(C)c1cccc(O)c1,166.24,0.4,2,2,1,20.23,-3.17
 HYDROCORTISONE ACETATE ,1951,C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(COC(C)=O)=O)O,404.5,0.78,4,6,2,100.9,2.19
 MEPHENTERMINE ,1951,CC(C)(Cc1ccccc1)NC,163.26,0.45,3,1,1,12.03,2.41
 METHANTHELINE ,1951,CC[N+](C)(CC)CCOC(C1c(cccc2)c2Oc2c1cccc2)=O,340.44,0.38,7,3,0,35.53,3.34
 PHENACEMIDE ,1951,NC(NC(Cc1ccccc1)=O)=O,178.19,0.11,4,2,2,72.19,0.87
 PROBENECID ,1951,CCCN(CCC)S(c(cc1)ccc1C([O-])=O)(=O)=O,284.35,0.46,7,5,0,85.89,3.21
 PROMETHAZINE ,1951,CC(CN1c(cccc2)c2Sc2c1cccc2)N(C)C,284.42,0.29,3,1,0,31.78,4.81
 CODEINE ,1952,CN(CC[C@]12c3c(C4)ccc(OC)c3O[C@H]22)[C@H]4[C@@H]1C=C[C@@H]2O,303.35,0.53,5,5,0,55.84,2.3
 HYDROCORTISONE ,1952,C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(CO)=O)O,362.46,0.81,2,5,3,94.83,1.61
 ISONIAZID ,1952,NNC(c1ccncc1)=O,137.14,0,2,3,2,68.01,-0.7
 LEUCOVORIN ,1952,NC(NC(NC[C@@H]1CNc(cc2)ccc2C(N[C@H](CCC([O-])=O)C([O-])=O)=O)=C2N1C=O)=NC2=O,471.42,0.3,11,8,5,225.5,-1.24
 LEVOLEUCOVORIN ,1952,NC(NC(NC[C@@H]1CNc(cc2)ccc2C(N[C@@H](CCC([O-])=O)C([O-])=O)=O)=C2N1C=O)=NC2=O,531.43,0.38,8,5,0,69.06,4.34
 MONOBENZONE ,1952,Oc(cc1)ccc1OCc1ccccc1,200.23,0.08,3,2,1,29.46,3.43
 PHENTOLAMINE ,1952,Cc(cc1)ccc1N(CC1=NCCN1)c1cccc(O)c1,281.35,0.24,4,2,2,47.86,2.64
 PHENYLEPHRINE ,1952,CNCC(c1cccc(O)c1)O,167.21,0.33,3,3,3,52.49,-0.31
 PRIMAQUINE ,1952,CC(CCCN)Nc1cc(OC)cc2cccnc12,259.35,0.4,6,3,2,60.17,2.23
 PROCAINE ,1952,CCN(CC)CCOC(c(cc1)ccc1N)=O,236.31,0.46,7,3,1,55.56,1.92
 SUCCINYLCHOLINE ,1952,C[N+](C)(C)CCOC(CCC(OCC[N+](C)(C)C)=O)=O,290.4,0.86,11,4,0,52.6,0.57
 ACETAZOLAMIDE ,1953,CC(Nc(s1)nnc1S(N)(=O)=O)=O,222.25,0.25,3,6,2,151.66,-0.26
 ALPHA-TOCOPHEROL ,1953,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@@](C)(CC1)Oc(c(C)c2C)c1c(C)c2O,430.71,0.79,12,2,1,29.46,10.7
 CYCRIMINE ,1953,OC(CCN1CCCCC1)(C1CCCC1)c1ccccc1,287.44,0.68,5,2,1,23.47,3.95
 ERGOLOID ,1953,CCC(C)(C)[C@@H](C(N(CCC1)[C@@H]1[C@]1(O)O[C@@]2(C(C)C)NC([C@H](C3)CN(C)[C@H](Cc4c[nH]5)[C@H]3c3c4c5ccc3)=O)=O)N1C2=O,591.74,0.67,6,6,3,118.21,3.46
 HYDRALAZINE ,1953,NNc1nncc2ccccc12,160.18,0,1,3,2,63.83,1
 HYDROXYSTILBAMIDINE ,1953,NC(C(C=C/C1=C/C=C(C=C2)C=CC2=C(N)N)=CC1=O)=[NH2+],281.33,0,2,1,4,120.72,0.66
 LEVORPHANOL ,1953,CN(CC1)[C@@H](C2)[C@@H](CCCC3)[C@@]13c1c2ccc(O)c1,339.47,0.41,9,3,0,29.54,4.18
 MERCAPTOPURINE ,1953,S=C1N=CNc2c1[nH]cn2,152.18,0,0,2,2,89.45,0.01
 METHOTREXATE ,1953,CN(Cc1nc2c(N)nc(N)nc2nc1)c(cc1)ccc1C(NC(CCC([O-])=O)C([O-])=O)=O,452.42,0.25,10,9,3,216.2,-1.85
 METHSCOPOLAMINE ,1953,C[N+]1(C)[C@@H](C2)[C@@H]3O[C@@H]3[C@H]1C[C@H]2OC(C(CO)c1ccccc1)=O,318.39,0.61,5,4,1,59.06,1
 NITROFURANTOIN ,1953,[O-][N+](c1ccc(/C=N\N(CC(N2)=O)C2=O)o1)=O,238.16,0.12,3,6,1,120.73,-0.47
 PHENOXYBENZAMINE ,1953,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,303.83,0.33,8,2,0,12.47,4.45
 PHENSUXIMIDE ,1953,CN(C(CC1c2ccccc2)=O)C1=O,189.21,0.27,1,2,0,37.38,0.84
 PHENYTOIN ,1953,O=C(C(c1ccccc1)(c1ccccc1)N1)NC1=O,252.27,0.07,2,2,2,58.2,2.47
 PROPANTHELINE ,1953,CC(C)[N+](C)(CCOC(C1c(cccc2)c2Oc2c1cccc2)=O)C(C)C,368.49,0.43,7,3,0,35.53,4.21
 PROPARACAINE ,1953,CCCOc(ccc(C(OCCN(CC)CC)=O)c1)c1N,294.39,0.56,10,4,1,64.79,2.73
 PYRIMETHAMINE ,1953,CCc1nc(N)nc(N)c1-c(cc1)ccc1Cl,248.71,0.17,2,2,2,77.82,2.69
 RIBOFLAVIN ,1953,Cc(c(C)c1)cc(N2C[C@@H]([C@@H]([C@@H](CO)O)O)O)c1N=C(C(N1)=O)C2=NC1=O,376.36,0.41,5,8,5,161.56,-1.46
 SULFAMETHIZOLE ,1953,Cc1nnc(NS(c(cc2)ccc2N)(=O)=O)s1,270.33,0.11,3,4,2,134.59,0.54
 SULFISOXAZOLE ACETYL ,1953,CC(N(c1c(C)c(C)no1)S(c(cc1)ccc1N)(=O)=O)=O,309.34,0.23,4,5,1,114.88,1.27
 TESTOSTERONE ENANTHATE ,1953,CCCCCCC(O[C@H](CC1)[C@](C)(CC2)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)=O,400.59,0.85,7,3,0,43.37,6.35
 TETRACYCLINE ,1953,C[C@@]([C@H](C[C@H]([C@H](C(O)=C(C(N)=O)C1=O)N(C)C)[C@@]11O)C2=C1O)(c1cccc(O)c1C2=O)O,444.43,0.41,2,9,6,181.62,-1.3
 VITAMIN A ,1953,CC1(C)C(/C=C/C(/C)=C/C=C/C(/C)=C/CO)=C(C)CCC1,286.45,0.5,5,1,1,20.23,3.84
 BENZTROPINE ,1954,CN([C@H](CC1)C2)[C@@H]1C[C@H]2OC(c1ccccc1)c1ccccc1,307.43,0.43,4,2,0,12.47,4.48
 BROMODIPHENHYDRAMINE ,1954,CN(C)CCOC(c1ccccc1)c(cc1)ccc1Br,334.25,0.29,6,2,0,12.47,3.96
 BUSULFAN ,1954,CS(OCCCCOS(C)(=O)=O)(=O)=O,246.3,1,7,6,0,103.5,-0.52
 CYCLIZINE ,1954,CN(CC1)CCN1C(c1ccccc1)c1ccccc1,266.38,0.33,3,2,0,6.48,3.63
 DIGOXIN ,1954,C[C@H]([C@H]([C@H](C1)O)O)O[C@H]1O[C@H]([C@@H](C)O[C@H](C1)O[C@H]([C@@H](C)O[C@H](C2)O[C@@H](CC3)C[C@@H](CC4)[C@@]3(C)[C@@H](C[C@H]([C@]3(C)[C@H](CC5)C(CO6)=CC6=O)O)[C@@H]4[C@]35O)[C@H]2O)[C@H]1O,780.94,0.93,7,14,6,203.06,1.26
 ESTRADIOL VALERATE ,1954,CCCCC(O[C@@H](CC1)[C@@](C)(CC2)[C@@H]1[C@H](CC1)[C@H]2c(cc2)c1cc2O)=O,356.5,0.7,5,3,1,46.53,5.95
 METARAMINOL ,1954,C[C@@H]([C@@H](c1cccc(O)c1)O)N,167.21,0.33,2,3,3,66.48,-0.27
 METHOXSALEN ,1954,COc(c(occ1)c1cc1C=C2)c1OC2=O,216.19,0.08,1,4,0,52.58,2
 NEOMYCIN ,1954,NC[C@@H]([C@H]([C@@H]([C@H]1N)O)O)O[C@@H]1O[C@H]([C@@H](CO)O[C@H]1O[C@H]([C@H]([C@@H](C[C@@H]2N)N)O)[C@@H]2O[C@H]([C@@H]([C@H]2O)N)O[C@H](CN)[C@H]2O)[C@H]1O,614.64,1,9,19,13,353.11,-8.99
 PRIMIDONE ,1954,CCC(c1ccccc1)(C(NCN1)=O)C1=O,218.25,0.33,2,2,2,58.2,0.91
 RESERPINE ,1954,CO[C@@H]([C@@H](C[C@H]1[C@@H]2C[C@H](c3c(CC4)c(ccc(OC)c5)c5[nH]3)N4C1)OC(c(cc1OC)cc(OC)c1OC)=O)[C@H]2C(OC)=O,608.68,0.52,10,10,1,117.78,4.04
 TALBUTAL ,1954,CCC(C)C(CC=C)(C(NC(N1)=O)=O)C1=O,224.26,0.55,4,3,2,75.27,1.47
 THIAMYLAL ,1954,CCC[C@@H](C)[C@@](CC=C)(C(NC(S)=N1)=O)C1=O,254.35,0.58,5,3,1,97.33,2.8
 TRIDIHEXETHYL ,1954,CC[N+](CC)(CC)CCC(C1CCCCC1)(c1ccccc1)O,318.52,0.71,8,1,1,20.23,4.76
 TRIMETHAPHAN ,1954,O=C1N(Cc2ccccc2)[C@@H]2[C@@H](CCC3)[S@+]3C[C@H]2N1Cc1ccccc1,365.51,0.41,4,1,0,48.85,3.62
 WARFARIN ,1954,CC(CC(c1ccccc1)C1=C(O)Oc(cccc2)c2C1=O)=O,308.33,0.16,4,4,1,67.51,2.78
 AMPHETAMINE ,1955,CC(Cc1ccccc1)N,135.21,0.33,2,1,1,26.02,1.76
 CHLOROPROCAINE ,1955,CCN(CC)CCOC(c(ccc(N)c1)c1Cl)=O,273.74,0.36,1,3,0,62.83,1.06
 DEXMETHYLPHENIDATE ,1955,COC([C@H]([C@H]1NCCCC1)c1ccccc1)=O,233.31,0.5,4,3,1,38.33,0.2
 DEXTROAMPHETAMINE ,1955,CC(Cc1ccccc1)N,135.21,0.33,2,1,1,26.02,1.76
 ETHINAMATE ,1955,C#CC1(CCCCC1)OC(N)=O,167.21,0.67,2,2,1,52.32,1.26
 FLUDROCORTISONE ACETATE ,1955,C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CCC([C@]3(C)CC4)=CC4=O)[C@@]13F)[C@]2(C(COC(C)=O)=O)O,422.49,0.78,4,7,2,100.9,1.69
 HYDROCORTISONE CYPIONATE ,1955,C[C@@](C[C@H]1O)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@]2(C(COC(CCC1CCCC1)=O)=O)O,486.64,0.83,7,6,2,100.9,4.74
 HYDROXYCHLOROQUINE ,1955,CCN(CCCC(C)Nc1c(ccc(Cl)c2)c2ncc1)CCO,335.87,0.5,9,3,2,48.39,3.58
 MEPROBAMATE ,1955,CCCC(C)(COC(N)=O)COC(N)=O,218.25,0.78,8,4,2,104.64,0.7
 METHYLPHENIDATE ,1955,COC([C@H]([C@H]1NCCCC1)c1ccccc1)=O,233.31,0.5,4,3,1,38.33,0.2
 METHYPRYLON ,1955,CCC(CC)(C(C(C)CN1)=O)C1=O,183.25,0.8,2,2,1,46.17,0.78
 PHYTONADIONE ,1955,CC(C)CCC[C@H](C)CCC[C@H](C)CCC/C(/C)=C/CC(C(c1c2cccc1)=O)=C(C)C2=O,450.7,0.61,14,2,0,34.14,10.91
 PREDNISOLONE ,1955,C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(C=C1)C3=CC1=O)[C@]2(C(CO)=O)O,360.44,0.71,2,5,3,94.83,1.62
 PREDNISOLONE ACETATE ,1955,C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(C=C1)C3=CC1=O)[C@]2(C(COC(C)=O)=O)O,402.48,0.7,4,6,2,100.9,2.4
 PREDNISONE ,1955,C[C@](C1)([C@@H](CC2)[C@H](CCC([C@]3(C)C=C4)=CC4=O)[C@@H]3C1=O)[C@]2(C(CO)=O)O,358.43,0.67,2,5,2,91.67,1.46
 PROCYCLIDINE ,1955,OC(CCN1CCCC1)(C1CCCCC1)c1ccccc1,287.44,0.68,5,2,1,23.47,4.13
 PYRIDOSTIGMINE ,1955,CN(C)C(Oc1c[n+](C)ccc1)=O,181.21,0.33,3,2,0,33.42,0.75
 AMBENONIUM ,1956,CC[N+](CC)(CCNC(C(NCC[N+](CC)(CC)Cc(cccc1)c1Cl)=O)=O)Cc(cccc1)c1Cl,537.56,0.5,17,2,2,58.2,5.07
 FLUOXYMESTERONE ,1956,C[C@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CCC([C@]1(C)CC3)=CC3=O)[C@@]12F)O,336.44,0.85,0,4,2,57.53,2.13
 HYDROCORTAMATE ,1956,CCN(CC)CC(OCC([C@](CC1)([C@](C)(C[C@H]2O)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)O)=O)=O,475.62,0.81,8,7,2,104.14,3.13
 HYDROXYZINE ,1956,OCCOCCN(CC1)CCN1C(c1ccccc1)c(cc1)ccc1Cl,374.9,0.43,8,4,1,35.94,3.7
 LEVALLORPHAN ,1956,C=CCN(CC1)[C@@H](C2)[C@@H](CCCC3)[C@@]13c1c2ccc(O)c1,239.31,0.54,5,4,4,72.72,0.31
 LIOTHYRONINE ,1956,NC(Cc(cc1I)cc(I)c1Oc(cc1)cc(I)c1O)C([O-])=O,649.97,0.13,5,5,2,95.61,1.71
 MECAMYLAMINE ,1956,CC(C)([C@@H]1C[C@H]2CC1)[C@@]2(C)NC,167.29,1,1,1,1,12.03,2.55
 MEPENZOLATE ,1956,C[N+](C)(CCC1)CC1OC(C(c1ccccc1)(c1ccccc1)O)=O,340.44,0.38,5,3,1,46.53,3.25
 PREDNISOLONE TEBUTATE ,1956,CC(C)(C)CC(OCC([C@@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CC1)[C@H]2[C@@](C)(C=C2)C1=CC2=O)O)=O)=O,458.59,0.74,6,6,2,100.9,4.06
 PROCHLORPERAZINE ,1956,CN1CCN(CCCN2c(cc(cc3)Cl)c3Sc3c2cccc3)CC1,373.94,0.4,4,2,0,35.02,4.88
 PROMAZINE ,1956,CN(C)CCCN1c(cccc2)c2Sc2c1cccc2,284.42,0.29,4,1,0,31.78,4.55
 RESCINNAMINE ,1956,CO[C@@H]([C@@H](C[C@H]1[C@@H]2C[C@H](c3c(CC4)c(ccc(OC)c5)c5[nH]3)N4C1)OC(/C=C/c(cc1OC)cc(OC)c1OC)=O)[C@H]2C(OC)=O,634.72,0.49,11,10,1,117.78,4.47
 ANILERIDINE ,1957,CCOC(C1(CCN(CCc(cc2)ccc2N)CC1)c1ccccc1)=O,352.47,0.41,7,3,1,55.56,3.99
 ANISINDIONE ,1957,COc1ccc(C(C(c2c3cccc2)=O)C3=O)cc1,252.26,0.12,2,3,0,43.37,2.88
 BROMPHENIRAMINE ,1957,CN(C)CCC(c(cc1)ccc1Br)c1ncccc1,319.24,0.31,5,2,0,16.13,3.45
 BUCLIZINE ,1957,CC(C)(C)c1ccc(CN(CC2)CCN2C(c2ccccc2)c(cc2)ccc2Cl)cc1,433.03,0.36,6,2,0,6.48,7.06
 CHLORAMBUCIL ,1957,[O-]C(CCCc(cc1)ccc1N(CCCl)CCCl)=O,289.8,0.29,5,2,1,23.47,3.58
 CHLORPROMAZINE ,1957,CN(C)CCCN1c(cc(cc2)Cl)c2Sc2c1cccc2,183.68,0.4,2,1,1,26.02,2.6
 DESERPIDINE ,1957,CO[C@@H]([C@@H](C[C@H]1[C@@H]2C[C@H](c3c(CC4)c(cccc5)c5[nH]3)N4C1)OC(c(cc1OC)cc(OC)c1OC)=O)[C@H]2C(OC)=O,578.65,0.5,9,9,1,108.55,4.1
 DEXBROMPHENIRAMINE ,1957,CN(C)CCC(c(cc1)ccc1Br)c1ncccc1,319.24,0.31,5,2,0,16.13,3.45
 DEXTROMETHORPHAN ,1957,CN(CC1)[C@@H](C2)[C@@H](CCCC3)[C@@]13c1c2ccc(OC)c1,271.4,0.67,1,2,0,12.47,3.44
 ESTRADIOL ,1957,C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)[C@H]2O,272.38,0.67,0,2,2,40.46,4.01
 ETHOTOIN ,1957,CCN(C(C(c1ccccc1)N1)=O)C1=O,204.23,0.27,2,2,1,49.41,1.05
 GLUTETHIMIDE ,1957,CCC(CCC(N1)=O)(c2ccccc2)C1=O,217.26,0.38,2,2,1,46.17,1.9
 HEXOCYCLIUM ,1957,C[N+]1(C)CCN(CC(C2CCCCC2)(c2ccccc2)O)CC1,317.49,0.7,4,2,1,23.47,3.13
 ISOFLUROPHATE ,1957,CC(C)OP(OC(C)C)(F)=O,184.15,1,4,4,0,45.34,1.17
 ISOPROPAMIDE ,1957,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,353.52,0.43,8,1,1,43.09,4.26
 MECLIZINE ,1957,Cc1cccc(CN(CC2)CCN2C(c2ccccc2)c(cc2)ccc2Cl)c1,390.95,0.28,5,2,0,6.48,5.75
 METHOCARBAMOL ,1957,COc(cccc1)c1OCC(COC(N)=O)O,241.24,0.36,7,5,2,91.01,0.61
 METHSUXIMIDE ,1957,CC(CC(N1C)=O)(C1=O)c1ccccc1,203.24,0.33,1,2,0,37.38,1.2
 METHYLPREDNISOLONE ,1957,C[C@@H](C[C@@H]([C@H](CC1)[C@](C)(C[C@@H]2O)[C@]1(C(CO)=O)O)[C@H]2[C@@]1(C)C=C2)C1=CC2=O,374.47,0.73,2,5,3,94.83,1.95
 NIACIN ,1957,[O-]C(c1cnccc1)=O,122.1,0,1,3,0,53.02,0.36
 ORPHENADRINE ,1957,Cc1c(C(c2ccccc2)OCCN(C)C)cccc1,269.38,0.33,6,2,0,12.47,3.77
 PERPHENAZINE ,1957,OCCN1CCN(CCCN2c(cc(cc3)Cl)c3Sc3c2cccc3)CC1,403.97,0.43,6,3,1,55.25,4.2
 PHENPROCOUMON ,1957,CCC(c1ccccc1)C1=C(O)Oc(cccc2)c2C1=O,280.32,0.17,3,3,1,50.44,4.2
 PROPOXYPHENE ,1957,CCC(O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c1ccccc1)=O,339.47,0.41,9,3,0,29.54,4.18
 TOLBUTAMIDE ,1957,CCCCNC(NS(c1ccc(C)cc1)(=O)=O)=O,270.35,0.42,7,3,2,83.65,2.34
 TRIAMCINOLONE ,1957,C[C@](C[C@@H]1O)([C@@H](C[C@H]2O)[C@H](CCC([C@]3(C)C=C4)=CC4=O)[C@@]13F)[C@]2(C(CO)=O)O,394.43,0.71,2,7,4,115.06,1.16
 TRIFLUPROMAZINE ,1957,CN(C)CCCN1c(cc(C(F)(F)F)cc2)c2Sc2c1cccc2,352.42,0.33,5,4,0,31.78,5.54
 BENZONATATE ,1958,CCCCNc(cc1)ccc1C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)=O,603.74,0.77,33,11,1,121.4,2.45
 CHLOROTHIAZIDE ,1958,NS(c(cc(c(NC=N1)c2)S1(=O)=O)c2Cl)(=O)=O,319.87,0.5,8,2,1,28.16,4.63
 CHLORPROPAMIDE ,1958,CCCNC(NS(c(cc1)ccc1Cl)(=O)=O)=O,318.86,0.29,4,1,0,31.78,5.19
 CHLORZOXAZONE ,1958,O=C1Oc(ccc(Cl)c2)c2N1,338.77,0.07,2,5,3,117.87,0.85
 DEXAMETHASONE ,1958,C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O,392.46,0.73,2,6,3,94.83,1.94
 DICHLORPHENAMIDE ,1958,NS(c(cc1S(N)(=O)=O)cc(Cl)c1Cl)(=O)=O,305.16,0,2,6,2,137.08,0.31
 DIHYDROCODEINE ,1958,CN(CC1)[C@H](C2)[C@H](CC3)[C@@]11c4c2ccc(OC)c4O[C@H]1[C@H]3O,301.38,0.67,1,4,1,41.93,2.16
 FURAZOLIDONE ,1958,[O-][N+](c1ccc(/C=N/N(CCO2)C2=O)o1)=O,225.16,0.25,3,6,0,100.86,-0.05
 HALOTHANE ,1958,FC(C(Cl)Br)(F)F,197.38,1,1,3,0,0,2.3
 PENICILLIN V ,1958,CC(C)([C@H]1C([O-])=O)S[C@@H]([C@H]2NC(COc3ccccc3)=O)N1C2=O,349.38,0.44,6,5,1,124.07,2.09
 PHENYLPROPANOLAMINE ,1958,C[C@@H]([C@@H](c1ccccc1)O)N,151.21,0.33,2,2,2,46.25,0.83
 TRIAMCINOLONE ACETONIDE ,1958,CC(C)(O[C@@H]1C[C@@H]([C@H](CCC([C@]2(C)C=C3)=CC3=O)[C@@]22F)[C@]3(C)C[C@@H]2O)O[C@@]13C(CO)=O,434.5,0.75,2,7,2,93.06,2.53
 TROLAMINE ,1958,OCCN(CCO)CCO,149.19,1,6,4,3,63.93,-1
 BENDROFLUMETHIAZIDE ,1959,NS(c(c(C(F)(F)F)c1)cc2c1NC(Cc1ccccc1)NS2(=O)=O)(=O)=O,421.41,0.2,4,9,3,135.12,1.19
 BIPERIDEN ,1959,O[C@@](CCN1CCCCC1)([C@H](C1)[C@H]2C=C[C@@H]1C2)c1ccccc1,311.46,0.62,5,2,1,23.47,4.25
 CARISOPRODOL ,1959,CCCC(C)(COC(N)=O)COC(NC(C)C)=O,260.33,0.83,10,4,2,90.65,1.9
 CYCLOPHOSPHAMIDE ,1959,O=P1(N(CCCl)CCCl)OCCCN1,261.09,1,5,4,1,51.38,0.63
 DEMECARIUM ,1959,CN(CCCCCCCCCCN(C)C(Oc1cc([N+](C)(C)C)ccc1)=O)C(Oc1cc([N+](C)(C)C)ccc1)=O,556.78,0.56,19,6,0,59.08,6.57
 DEXAMETHASONE PHOSPHATE ,1959,C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COP([O-])([O-])=O)=O)O,470.43,0.73,4,9,2,156.83,0.11
 DIETHYLPROPION ,1959,CCN(CC)C(C)C(c1ccccc1)=O,205.3,0.46,5,2,0,20.31,2.81
 FLUPHENAZINE ,1959,OCCN1CCN(CCCN2c(cc(C(F)(F)F)cc3)c3Sc3c2cccc3)CC1,437.52,0.45,7,6,1,55.25,4.36
 HYDROCHLOROTHIAZIDE ,1959,NS(c(cc(c(NCN1)c2)S1(=O)=O)c2Cl)(=O)=O,297.74,0.14,1,6,3,135.12,-0.07
 HYDROFLUMETHIAZIDE ,1959,NS(c(c(C(F)(F)F)c1)cc2c1NCNS2(=O)=O)(=O)=O,331.29,0.25,2,9,3,135.12,0.36
 IMIPRAMINE ,1959,CN(C)CCCN(c1c(CC2)cccc1)c1c2cccc1,280.41,0.37,4,1,0,6.48,4.8
 ISOCARBOXAZID ,1959,Cc1cc(C(NNCc2ccccc2)=O)no1,231.25,0.17,5,4,2,67.16,1.49
 ISOSORBIDE DINITRATE ,1959,[O-][N+](O[C@@H](CO[C@@H]12)[C@@H]1OC[C@@H]2O[N+]([O-])=O)=O,236.14,1,4,8,0,128.56,1.31
 MEDROXYPROGESTERONE ACETATE ,1959,C[C@H](C[C@H]([C@@H](CC1)[C@@](C)(CC2)[C@@]1(C(C)=O)OC(C)=O)[C@@H]2[C@]1(C)CC2)C1=CC2=O,386.52,0.79,3,4,0,60.44,4.07
 METHAZOLAMIDE ,1959,CC(/N=C1\SC(S(N)(=O)=O)=NN1C)=O,236.27,0.4,2,6,1,144.03,0.13
 METHYLPREDNISOLONE ACETATE ,1959,C[C@@H](C[C@@H]([C@H](CC1)[C@](C)(C[C@@H]2O)[C@]1(C(COC(C)=O)=O)O)[C@H]2[C@@]1(C)C=C2)C1=CC2=O,416.51,0.71,4,6,2,100.9,2.73
 METHYLPREDNISOLONE SUCCINATE ,1959,C[C@@H](C[C@@H]([C@H](CC1)[C@](C)(C[C@@H]2O)[C@]1(C(COC(CCC([O-])=O)=O)=O)O)[C@H]2[C@@]1(C)C=C2)C1=CC2=O,473.54,0.69,7,8,2,141.03,2.16
 NANDROLONE PHENPROPIONATE ,1959,C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@H](CC1)C3=CC1=O)[C@H]2OC(CCc1ccccc1)=O,406.56,0.63,5,3,0,43.37,5.08
 OXYMORPHONE ,1959,CN(CC[C@@]12c(c(C3)ccc4O)c4O[C@@H]2C(CC2)=O)[C@@H]3[C@]12O,301.34,0.59,0,5,2,70,0.83
 PHENTERMINE ,1959,CC(C)(Cc1ccccc1)N,149.23,0.4,2,1,1,26.02,1.9
 SULFINPYRAZONE ,1959,O=C(C(CCS(c1ccccc1)=O)C1=O)N(c2ccccc2)N1c1ccccc1,404.48,0.13,6,3,0,76.9,2.3
 THIOPENTAL ,1959,CCCC(C)C(CC)(C(NC(N1)=S)=O)C1=O,242.34,0.73,4,2,2,90.29,2.85
 THIOTEPA ,1959,S=P(N1CC1)(N1CC1)N1CC1,189.22,1,3,3,0,50.93,0.53
 TRIAMCINOLONE DIACETATE ,1959,C[C@](C[C@@H]1O)([C@@H](C[C@H]2OC(C)=O)[C@H](CCC([C@]3(C)C=C4)=CC4=O)[C@@]13F)[C@]2(C(COC(C)=O)=O)O,478.51,0.68,6,9,2,127.2,1.92
 TRIFLUOPERAZINE ,1959,CN1CCN(CCCN2c(cc(C(F)(F)F)cc3)c3Sc3c2cccc3)CC1,407.5,0.43,5,5,0,35.02,5.03
 ATROPINE ,1960,CN([C@H](CC1)C2)[C@@H]1C[C@H]2OC(C(CO)c1ccccc1)=O,289.37,0.59,5,4,1,49.77,1.83
 BENZPHETAMINE ,1960,CC(Cc1ccccc1)N(C)Cc1ccccc1,239.36,0.29,5,1,0,3.24,4.28
