id	compound_id	pk_adm_other_routes	pk_age_group	pk_analyte_cid	pk_analyte_mw	pk_analyte_pt	pk_analyte_query	pk_analyte_smiles	pk_analyte_tissue	pk_analyte_unii	pk_application_cid	pk_application_mw	pk_application_pt	pk_application_query	pk_application_smiles	pk_application_unii	pk_auc_hours	pk_auc_other_units	pk_auc_type	pk_auc_units	pk_auc_value	pk_cmax_other_units	pk_cmax_units	pk_cmax_value	pk_dose_other_types	pk_dose_other_units	pk_dose_type	pk_dose_units	pk_dose_value	pk_exp_other_types	pk_experiment_type	pk_food_status	pk_frequency_other_period	pk_frequency_period	pk_frequency_times	pk_funbound_comment	pk_funbound_value	pk_health_status	pk_routes	pk_sex	pk_source_type	pk_source_uri	pk_species	pk_thalf_other_units	pk_thalf_units	pk_thalf_value	pk_application_comment	pk_population_comment	pk_application_combo_comment	pk_population_size	pk_annotated_form	pk_analyte_other_tissue	pkappcombo
52	13		CHILD	66621102	888.9999	[NO STEREO] LEDIPASVIR	CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	COC(=O)NC(C(C)C)C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C%10CCC(C%10)N9C(=O)C(NC(=O)OC)C(C)C)C5(F)F	PLASMA	[NO STEREO] 013TE6E4WV	91302628		[NO STEREO] PSI-7851|[NO STEREO] SOFOSBUVIR	CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	CC(C)OC(=O)C(C)NP(=O)(OCC1OC(N2C=CC(=O)NC2=O)C(C)(F)C1O)OC3=CC=CC=C3	[NO STEREO] 3S5S1851OV|[NO STEREO] WJ6CA3ZU8B	24		t	ng × h/mL	9320		ng/mL	531			INVESTIGATIONAL	mg	45		MULTIPLE	FED		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/31220349/	Homo sapiens										true
53	13		ADULT	66621102	888.9999	[NO STEREO] LEDIPASVIR	CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	COC(=O)NC(C(C)C)C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C%10CCC(C%10)N9C(=O)C(NC(=O)OC)C(C)C)C5(F)F	PLASMA	[NO STEREO] 013TE6E4WV	91302628		[NO STEREO] PSI-7851|[NO STEREO] SOFOSBUVIR	CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	CC(C)OC(=O)C(C)NP(=O)(OCC1OC(N2C=CC(=O)NC2=O)C(C)(F)C1O)OC3=CC=CC=C3	[NO STEREO] 3S5S1851OV|[NO STEREO] WJ6CA3ZU8B	24		t	ng × h/mL	7290		ng/mL	323			RECOMMENDED	mg	90		STEADY-STATE	UNKNOWN		day	1		0.2	UNHEALTHY	Oral	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212477s000lbl.pdf	Homo sapiens		h	47							true
54	14		ADULT	56959086	741.8196	NALOXEGOL OXALATE	NALOXEGOL OXALATE	OC(=O)C(O)=O.COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4	PLASMA	65I14TNM33							24		t	ng × h/mL	39		ng/mL	8			UNKNOWN	mg	5		MULTIPLE	FASTED		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23726675	Homo sapiens		h	17.4							false
55	14		ADULT	56959086	741.8196	NALOXEGOL OXALATE	NALOXEGOL OXALATE	OC(=O)C(O)=O.COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4	PLASMA	65I14TNM33							24		t	ng × h/mL	334.8		ng/mL	81.1			UNKNOWN	mg	25		MULTIPLE	FASTED		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23726675	Homo sapiens		h	14.1							false
56	14		ADULT	56959086	741.8196	NALOXEGOL OXALATE	NALOXEGOL OXALATE	OC(=O)C(O)=O.COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4	PLASMA	65I14TNM33							24		t	ng × h/mL	403.6		ng/mL	100			UNKNOWN	mg	50		MULTIPLE	FASTED		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23726675	Homo sapiens		h	20.3							false
57	14		UNKNOWN	56959086	741.8196	NALOXEGOL OXALATE	NALOXEGOL OXALATE	OC(=O)C(O)=O.COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4	PLASMA	65I14TNM33																	UNKNOWN				UNKNOWN	UNKNOWN				Plasma protein binding of naloxegol in humans was low (~4.2%).	95.8	UNKNOWN	UNKNOWN	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204760s009lbl.pdf	Homo sapiens		h	6							false
58	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3							12		t	ng × h/mL	21.7		ng/mL	4.83			UNKNOWN	mg	50		STEADY-STATE	FASTED		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	4.32							false
59	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3							12		t	ng × h/mL	556		ng/mL	130			UNKNOWN	mg	200		STEADY-STATE	FASTED		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	6.19							false
60	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3							12		t	ng × h/mL	1042		ng/mL	265			UNKNOWN	mg	350		STEADY-STATE	FASTED		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	5.64							false
61	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3							12		t	ng × h/mL	62.1		ng/mL	10.5			UNKNOWN	mg	50		STEADY-STATE	FASTED		day	2			HEALTHY	Oral	FEMALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	7.28							false
62	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3							12		t	ng × h/mL	1000		ng/mL	158			UNKNOWN	mg	200		STEADY-STATE	FASTED		day	2			HEALTHY	Oral	FEMALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	5.77							false
63	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3							12		t	ng × h/mL	1776		ng/mL	303			UNKNOWN	mg	350		STEADY-STATE	FASTED		day	2			HEALTHY	Oral	FEMALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	5.44							false
64	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	28.1		ng/mL	2.7			UNKNOWN	mg/kg	0.3		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	4.8							false
65	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	151		ng/mL	10.4			UNKNOWN	mg/kg	1		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	6.5							false
66	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	112		ng/mL	13.3			UNKNOWN	mg/kg	2		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	6.4							false
67	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	692		ng/mL	91.1			UNKNOWN	mg/kg	5		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	6.2							false
68	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	1562		ng/mL	267			UNKNOWN	mg/kg	10		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	6.1							false
69	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	10528		ng/mL	1852			UNKNOWN	mg/kg	30		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens		h	6.8							false
70	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	696		ng/mL	79.1			UNKNOWN	mg	300		SINGLE	HIGH-FAT						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens										false
71	15		ADULT		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	BLOOD	N0493335P3									∞	ng × h/mL	623		ng/mL	88.3			UNKNOWN	mg	300		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/20864621	Homo sapiens										false
72	15		UNKNOWN		959.1727	ELIGLUSTAT TARTRATE	ELIGLUSTAT TARTRATE	O[C@@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C2=CC3=C(OCCO3)C=C2.CCCCCCCC(=O)N[C@H](CN4CCCC4)[C@H](O)C5=CC6=C(OCCO6)C=C5	PLASMA	N0493335P3									?	ng × h/mL	76.3		ng/mL	12.1			RECOMMENDED	mg	84		MULTIPLE	UNKNOWN		day	2	Eliglustat is moderately bound to human plasma proteins (76 to 83%).	17	UNKNOWN	Oral	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/205494Orig1s000lbl.pdf	Homo sapiens		h	6.5							false
73	16			24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9													μM	0.854				mg	20		SINGLE	FASTED						HEALTHY	Oral		EXPERIMENT	https://clinicaltrials.gov/ct2/show/NCT01043926	Homo sapiens										false
74	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	3.43		μM	0.356			UNKNOWN	mg	10		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	7.7							false
75	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	5.03		μM	0.572			UNKNOWN	mg	20		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	8.4							false
76	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	8.53		μM	0.802			UNKNOWN	mg	40		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	8.6							false
77	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	11.48		μM	1.329			UNKNOWN	mg	80		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	10							false
78	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	18.1		μM	1.425			UNKNOWN	mg	100		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	12.6							false
79	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	4.36		μM	0.414			UNKNOWN	mg	10		STEADY-STATE	FASTED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	8.1							false
80	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	6.08		μM	0.574			UNKNOWN	mg	20		STEADY-STATE	FASTED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	9.2							false
81	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	10.64		μM	1.08			UNKNOWN	mg	40		STEADY-STATE	FASTED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	9.4							false
82	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	18.32		μM	1.488			UNKNOWN	mg	80		STEADY-STATE	FASTED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	11.2							false
83	16		ADULT	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9							24		t	μM × h	27.62		μM	2.085			UNKNOWN	mg	100		STEADY-STATE	FASTED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29705869	Homo sapiens		h	14.5							false
84	16		UNKNOWN	24965990	450.921	SUVOREXANT	SUVOREXANT	C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(C)=C2)N3N=CC=N3)C4=NC5=C(O4)C=CC(Cl)=C5	PLASMA	081L192FO9																						UNKNOWN				Suvorexant is extensively bound (>99%) to human plasma proteins and does not preferentially distribute into red blood cells.	1	UNKNOWN		UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204569Orig1s007lbl.pdf	Homo sapiens		h	12							false
85	17		UNKNOWN	11949646	450.909	EMPAGLIFLOZIN	EMPAGLIFLOZIN	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=CC(CC3=CC=C(O[C@H]4CCOC4)C=C3)=C(Cl)C=C2	PLASMA	HDC1R2M35U									?	nM × h	1870		nM	259			UNKNOWN	mg	10		STEADY-STATE	UNKNOWN		day	1	Following administration of an oral [14C]-empagliflozin solution to healthy subjects, the red blood cell partitioning was approximately 36.8% and plasma protein binding was 86.2%.	13.8	UNKNOWN	Oral	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204629s023lbl.pdf	Homo sapiens		h	12.4							false
86	17		UNKNOWN	11949646	450.909	EMPAGLIFLOZIN	EMPAGLIFLOZIN	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=CC(CC3=CC=C(O[C@H]4CCOC4)C=C3)=C(Cl)C=C2	PLASMA	HDC1R2M35U									?	nM × h	4740		nM	687			UNKNOWN	mg	25		STEADY-STATE	UNKNOWN		day	1			UNKNOWN	Oral	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204629s023lbl.pdf	Homo sapiens										false
87	18		ADULT	11711522	422.902	OLODATEROL HYDROCHLORIDE	OLODATEROL HYDROCHLORIDE	Cl.COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1	PLASMA	65R445W3V9							24		t	pg × h/mL	104		pg/mL	5.92			UNKNOWN	μg	5		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Respiratory	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/26316741	Homo sapiens										false
88	18		ADULT	11711522	422.902	OLODATEROL HYDROCHLORIDE	OLODATEROL HYDROCHLORIDE	Cl.COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1	PLASMA	65R445W3V9							24		t	pg × h/mL	160		pg/mL	13.1			UNKNOWN	μg	10		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Respiratory	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/26316741	Homo sapiens										false
89	18		UNKNOWN	11711522	422.902	OLODATEROL HYDROCHLORIDE	OLODATEROL HYDROCHLORIDE	Cl.COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1	PLASMA	65R445W3V9																	UNKNOWN	μg	5		UNKNOWN	UNKNOWN		day	1	In vitro binding of [14C] olodaterol to human plasma proteins is independent of concentration and is approximately 60%.	40	UNHEALTHY	UNKNOWN	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/203108s008lbl.pdf	Homo sapiens		h	7.5							false
90	19			11625818	415.423	IDELALISIB	IDELALISIB	CC[C@H](NC1=C2N=CNC2=NC=N1)C3=NC4=C(C(=O)N3C5=CC=CC=C5)C(F)=CC=C4	PLASMA	YG57I8T5M0							12		t	ng × h/mL	9293.39		ng/mL	2258.8				mg	150		MULTIPLE			day	2			UNHEALTHY	Oral		EXPERIMENT	https://clinicaltrials.gov/ct2/show/NCT01282424	Homo sapiens										false
91	19			11625818	415.423	IDELALISIB	IDELALISIB	CC[C@H](NC1=C2N=CNC2=NC=N1)C3=NC4=C(C(=O)N3C5=CC=CC=C5)C(F)=CC=C4	PLASMA	YG57I8T5M0							12		t	ng × h/mL	9094.76		ng/mL	2647.5				mg	150		SINGLE							UNHEALTHY	Oral		EXPERIMENT	https://clinicaltrials.gov/ct2/show/NCT01282424	Homo sapiens										false
92	19		ADULT	11625818	415.423	IDELALISIB	IDELALISIB	CC[C@H](NC1=C2N=CNC2=NC=N1)C3=NC4=C(C(=O)N3C5=CC=CC=C5)C(F)=CC=C4	PLASMA	YG57I8T5M0									∞	ng × h/mL	10.439		ng/mL	1.953			DEFINED DAILY	mg	150		STEADY-STATE	UNKNOWN		day	2			UNHEALTHY	Oral	FEMALE / MALE	OTHER GOV'T	https://www.ema.europa.eu/en/documents/product-information/zydelig-epar-product-information_en.pdf	Homo sapiens		h	8.2							false
93	20		ADOLESCENT	11499245	151.931	TAVABOROLE	TAVABOROLE	OB1OCC2=C1C=CC(F)=C2	BLOOD	K124A4EUQ3							24		t	ng × h/mL	76		ng/mL	5.9			RECOMMENDED	%	5		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Topical	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204427s006lbl.pdf	Homo sapiens										false
94	20		ADULT	11499245	151.931	TAVABOROLE	TAVABOROLE	OB1OCC2=C1C=CC(F)=C2	BLOOD	K124A4EUQ3									?	ng × h/mL	75.8		ng/mL	5.2			RECOMMENDED	%	5		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Topical	UNKNOWN	DRUG LABEL	https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204427s006lbl.pdf	Homo sapiens										false
95	20		ADULT	11499245	151.931	TAVABOROLE	TAVABOROLE	OB1OCC2=C1C=CC(F)=C2	PLASMA	K124A4EUQ3																	RECOMMENDED	%	5		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Topical	UNKNOWN	OTHER GOV'T	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/204427Orig1s000ClinPharmR.pdf	Homo sapiens		h	28.5							false
96	21		ADULT	91800105	494.5	BELINOSTAT GLUCURONIDE	BELINOSTAT GLUCURONIDE	C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NOC3C(C(C(C(O3)C(=O)O)O)O)O	PLASMA	7W03E88X74									∞	mg × min/mL	15.1		μg/mL	80.8				mg/m²	400		SINGLE							UNHEALTHY	Intravenous		EXPERIMENT	https://clinicaltrials.gov/ct2/show/NCT01273155	Homo sapiens		min	280							false
97	21		ADULT	69620795	302.4	BELINOSTAT AMIDE	BELINOSTAT METABOLITE M21	C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)N	PLASMA	40EYG848GW									∞	μg × min/mL	647		μg/mL	1.26				mg/m²	400		SINGLE							UNHEALTHY	Intravenous		EXPERIMENT	https://clinicaltrials.gov/ct2/show/NCT01273155	Homo sapiens		min	305							false
