id	compound_id	toxicity_adm_other_routes	toxicity_age_group	toxicity_dose_other_types	toxicity_dose_other_units	toxicity_dose_type	toxicity_dose_units	toxicity_dose_value	toxicity_exp_other_types	toxicity_experiment_type	toxicity_food_status	toxicity_frequency_other_period	toxicity_frequency_period	toxicity_frequency_times	toxicity_health_status	toxicity_routes	toxicity_sex	toxicity_source_type	toxicity_source_uri	toxicity_species	tox_application_smiles	toxicity_do_id	tox_application_pt_3	tox_application_cid	tox_application_unii	toxicity_age_group_median	toxicity_diff_dose_type	tox_application_dosing_comment_2	tox_application_pt_2	toxicity_dose_comment	toxicityappcombo	toxicity_age_group_to	toxicity_population_size	toxicity_do	tox_application_dosing_comment	tox_application_mw	tox_application_query_3	tox_application_query	toxicity_age_group_from	tox_application_pt	tox_application_dosing_comment_3	toxicity_duration	toxicity_duration_units	tox_application_query_2	toxicity_source_page
115	27					Recommended	mg	50		multiple			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/1325463/	Homo sapiens							mean			The median duration of treatment was 6 weeks (range 2-8 + weeks). Treatment consisted of miltefosine 50 mg orally twice daily after meals in the first week. In the absence of side-effects this dose was increased to three times daily in the second week.			54	cancer								6	week		
116	27					Recommended	mg	50		multiple			day	3	unhealthy	oral	M+F		https://www.who.int/selection_medicines/committees/expert/18/applications/Miltefosine_application.pdf	Homo sapiens													89	leishmaniasis								28	day		applications/Miltefosine_application.pdf - p.13
117	27					Recommended	mg	50		multiple			day	3	unhealthy	oral	M+F		https://www.who.int/selection_medicines/committees/expert/18/applications/Miltefosine_application.pdf	Homo sapiens													89	leishmaniasis								28	day		applications/Miltefosine_application.pdf - p.14
118	27					Studied dose	mg	100		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/204684Orig1s000MedR.pdf	Homo sapiens							mean			Miltefosine was administered to four groups at 50 mg/day for 6 weeks, 50 mg per day for one week followed by 100 mg/d for 3 weeks, 100 mg/d for 4 weeks and 100 mg/d for one week followed by 150 mg/day for 3 weeks.			120	leishmaniasis								6	week		nda/2014/204684Orig1s000MedR.pdf - p.159
119	27					Studied dose	mg	50		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/204684Orig1s000MedR.pdf	Homo sapiens										50 mg twice a day if weight ≥ 25 kg or once a day if weight < 25 kg			299	leishmaniasis								28	day		
120	29					Highest studied dose	ug/kg/min	0.6		single					unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/31490245/	Homo sapiens						65.5							85	cardiogenic shock											
121	30					Highest studied dose	mg	300		multiple			day	1	healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens												44	11						18			3	day		nda/2014/205677Orig1s000MedR.pdf - p.20
122	30					Recommended	mg	20		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens										multiple and single dose studies; duration from 1 day to 24 months		92	1346	24-Hour Sleep-Wake Disorder					18			360	day		nda/2014/205677Orig1s000MedR.pdf - p.81
123	30					Recommended	mg	20		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens												92	151	24-Hour Sleep-Wake Disorder					18			4	week		nda/2014/205677Orig1s000MedR.pdf - p.84
124	30					Studied dose	mg	1		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens										multiple and single dose studies; duration from 1 day to 24 months		92	1346	24-Hour Sleep-Wake Disorder					18			360	day		nda/2014/205677Orig1s000MedR.pdf - p.81
125	30					Studied dose	mg	10		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens										multiple and single dose studies; duration from 1 day to 24 months		92	1346	24-Hour Sleep-Wake Disorder					18			360	day		nda/2014/205677Orig1s000MedR.pdf - p.81
126	30					Studied dose	mg	100		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens										multiple and single dose studies; duration from 1 day to 24 months		92	1346	24-Hour Sleep-Wake Disorder					18			360	day		nda/2014/205677Orig1s000MedR.pdf - p.81
127	30					Studied dose	mg	150		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens										multiple and single dose studies; duration from 1 day to 24 months		92	1346	24-Hour Sleep-Wake Disorder					18			360	day		nda/2014/205677Orig1s000MedR.pdf - p.81
128	30					Studied dose	mg	20		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens							max					92	114	24-Hour Sleep-Wake Disorder					18			4	week		nda/2014/205677Orig1s000MedR.pdf - p.84
129	30					Studied dose	mg	25		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens							mean					92	429	24-Hour Sleep-Wake Disorder					18			4	week		nda/2014/205677Orig1s000MedR.pdf - p.84
130	30					Studied dose	mg	50		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens										multiple and single dose studies; duration from 1 day to 24 months		92	1346	24-Hour Sleep-Wake Disorder					18			360	day		nda/2014/205677Orig1s000MedR.pdf - p.81
131	30					Studied dose	mg	50		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/205677Orig1s000MedR.pdf	Homo sapiens												92	164	24-Hour Sleep-Wake Disorder					18			4	week		nda/2014/205677Orig1s000MedR.pdf - p.84
132	31					Highest studied dose	ug	250		steady			day	1	unhealthy	respiratory			https://pubmed.ncbi.nlm.nih.gov/27026339/	Homo sapiens														Asthma								14	day		
133	31						ug	125		steady			day	1	unhealthy	respiratory	M+F		https://pubmed.ncbi.nlm.nih.gov/23949963	Homo sapiens						64.6							69	COPD					64.6			12	week		
134	32					Recommended	mg	400		multiple			day	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/30900816	Homo sapiens						35.56						45	12						18						
135	33					Highest studied dose	mg	200		multiple			day	2	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/19852962	Homo sapiens						38						54	9						25			5	day		
136	33					Highest studied dose	mg	400		multiple			day	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/19852962	Homo sapiens						24						44	9						20			5	day		
137	33					Highest studied dose	mg	600		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/19852962	Homo sapiens						38						55	9						23						
138	33					Recommended	mg	150		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/205123Orig1s000MedR.pdf	Homo sapiens						49						73	781						18			12	week		p. 57
139	33						mg	200		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/22326470	Homo sapiens													37	HCV genotypes 2–6 infection								7	day		
140	34					Highest studied dose	mg/kg	12.5		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/23045577	Homo sapiens						65				12.5 mg/kg per day on a 28 days on, 7 days off, schedule (35-day cycle)		82	7	relapsed/refractory B-cell malignancies					41			28	day		
141	34					Recommended	mg	560		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/205552s000lbl.pdf	Homo sapiens						68						84	111	mantle cell lymphoma					40			8.3	month		
142	34						mg	420		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26588924	Homo sapiens						67								chronic lymphocytic leukemia | small lymphocytic lymphoma					67			9.01	month		
143	34						mg/kg	2.5		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/23045579	Homo sapiens						67						82	9	relapsed/refractory B-cell malignancies					41			28	day		
144	34						mg/kg	8.3		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/23045578	Homo sapiens						66						82	8	relapsed/refractory B-cell malignancies					41			28	day		
145	35					Overdose	mg	5600		single					unknown	oral	F		https://pubmed.ncbi.nlm.nih.gov/28920564	Homo sapiens						18							1						18						
146	35					Recommended	mg	1200		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	410	epilepsy					32			6	month		
147	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					18			6	month		
148	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					19			6	month		
149	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					20			6	month		
150	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					21			6	month		
151	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					22			6	month		
152	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					23			6	month		
153	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					24			6	month		
154	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					25			6	month		
155	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					26			6	month		
156	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					27			6	month		
157	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					28			6	month		
158	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					29			6	month		
159	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					30			6	month		
160	35					Recommended	mg	800		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/022416s000lbl.pdf	Homo sapiens										patients were started on a daily dose of 400 mg or 800 mg and subsequently increased by 400 mg/day following one or two weeks, until the final daily target dose was achieved.		60	415	epilepsy					31			6	month		
161	36					Recommended	MBq	185		single			day	1	unknown	intravenous	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/203137s013lbl.pdf	Homo sapiens													761												
162	36					Recommended	MBq	355.9		single			day	1	unhealthy	intravenous	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/203137Orig1s000MedR.pdf	Homo sapiens						72							1	Parkinson's disease											
163	37		adult			Recommended	mg	10		steady			day	1	pregnant	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204410s000lbl.pdf	Homo sapiens																									
164	37		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00903331	Homo sapiens													119	Idiopathic Pulmonary Fibrosis								12	month		
165	37		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02021292	Homo sapiens													40	Chronic Thromboembolic Pulmonary Hypertension								24	week		
166	37		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02070991	Homo sapiens													31	Pulmonary Hypertension								12	week		
167	37		child|adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01743001	Homo sapiens													114	Eisenmenger Syndrome								16	week		
168	37					Highest studied dose	mg	600		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/21541781	Homo sapiens													6												
169	37					MTD	mg	300		single					healthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204410Orig1s000MedR.pdf | https://pubmed.ncbi.nlm.nih.gov/21541781	Homo sapiens													6												p. 83
170	38		adult			Recommended	mg	1		steady			day	3	pregnant	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204819s000lbl.pdf	Homo sapiens																									
171	38					Highest studied dose	mg	2.5		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/27096084	Homo sapiens												36	24						33						
172	38					Highest studied dose	mg	2.5		steady			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/32299845	Homo sapiens						51.9							60	early diffuse cutaneous systemic sclerosis					51.9			10	week		
173	38						mg	1		single					healthy	intravenous	M		https://pubmed.ncbi.nlm.nih.gov/27096084	Homo sapiens												36	22						33						
174	39					Highest studied dose	mg	120		single					healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/28756067	Homo sapiens												65	84						35						
175	39					Highest studied dose	mg	80		multiple			day	1	healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/27128831	Homo sapiens												70	11						45			30	day		
176	40		adult			Recommended	mg	20		steady			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/204447s000lbl.pdf	Homo sapiens										pooled data				major depressive disorder								6	week		
177	40		adult			Recommended	mg	20		steady			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204447Orig1s000MedR.pdf	Homo sapiens										pooled data phase I				major depressive disorder											p. 97
178	40		adult				mg	1		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00735709	Homo sapiens													140	Major Depressive Disorder								8	week		
179	40		adult				mg	10		steady			day	1	healthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02932904	Homo sapiens													91									5	week		
180	40		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00731120	Homo sapiens													152	Generalized Anxiety Disorder								8	week		
181	40		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00735709	Homo sapiens													139	Major Depressive Disorder								8	week		
182	40		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01163266	Homo sapiens							max						155	Major Depressive Disorder								8	week		
