id	adverseevents_frequency	adverseevents_frequency_units	adverseevents_liability	adverseevents_severity	adverseevents_type	adverseevents_comment	adverseevents_dlt	tox_id
650	1 pts		Spinal pain	serious				58
651	1 pts		Systemic scleroderma	serious				58
652	1 pts		Bladder cancer	serious				58
653	1 pts		Bronchial carcinoma	serious				58
654	1 pts		Colon cancer	serious				58
655	1 pts		Hepatic cancer	serious				58
656	1 pts		Hepatocellular carcinoma	serious				58
657	2 pts		Small cell lung cancer	serious				58
658	1 pts		Transitional cell carcinoma	serious				58
659	1 pts		Cerebellar infarction	serious				58
660	1 pts		Cerebral infarction	serious				58
661	1 pts		Cerebrovascular accident	serious				58
662	1 pts		Dementia	serious				58
663	1 pts		Neuropathy peripheral	serious				58
664	1 pts		Sciatica	serious				58
665	1 pts		Syncope	serious				58
666	1 pts		Anxiety disorder	serious				58
667	3 pts		Acute kidney injury	serious				58
668	1 pts		Glomerulonephritis	serious				58
669	1 pts		Haematuria	serious				58
670	1 pts		Renal failure	serious				58
671	1 pts		Prostatitis	serious				58
672	16 pts		Acute respiratory failure	serious				58
673	1 pts		Eosinophilic pneumonia chronic	serious				58
674	3 pts		Hypoxia	serious				58
675	2 pts		Idiopathic interstitial pneumonia	serious				58
676	2 pts		Organising pneumonia	serious				58
677	1 pts		Pleuritic pain	serious				58
678	2 pts		Pneumomediastinum	serious				58
679	1 pts		Pneumonitis	serious				58
680	7 pts		Pulmonary fibrosis	serious				58
681	1 pts		Respiratory arrest	serious				58
682	11 pts		Respiratory failure	serious				58
683	2 pts		Hypertensive crisis	serious				58
684	2 pts		Vasculitis	serious				58
685	34 pts		Abdominal pain	below serious				58
686	33 pts		Abdominal pain upper	below serious				58
687	239 pts		Diarrhoea	below serious				58
688	100 pts		Nausea	below serious				58
689	64 pts		Vomiting	below serious				58
690	18 pts		Asthenia	below serious				58
691	17 pts		Chest pain	below serious				58
692	34 pts		Fatigue	below serious				58
693	19 pts		Hepatic function abnormal	below serious				58
694	54 pts		Nasopharyngitis	below serious				58
695	18 pts		Respiratory tract infection	below serious				58
696	26 pts		Upper respiratory tract infection	below serious				58
697	22 pts		Urinary tract infection	below serious				58
698	47 pts		Alanine aminotransferase increased	below serious				58
699	41 pts		Aspartate aminotransferase increased	below serious				58
700	22 pts		Gamma-glutamyltransferase increased	below serious				58
701	49 pts		Weight decreased	below serious				58
702	54 pts		Decreased appetite	below serious				58
703	28 pts		Back pain	below serious				58
704	19 pts		Dizziness	below serious				58
705	37 pts		Headache	below serious				58
706	49 pts		Dyspnoea	below serious				58
707	1 pts		Gamma-glutamyltransferase increased	grade 3			TRUE	63
708	1 pts		Gamma-glutamyltransferase increased	grade 3			TRUE	64
709	2 pts		Elevated liver enzymes	grade 3			TRUE	53
710	5		Diarrhea		discontinuation	leads to discontinuation		59
711	2		Nausea		discontinuation	leads to discontinuation		59
712	2		Decreased appetite		discontinuation	leads to discontinuation		59
713			Nasopharyngitis					54
714						Adverse events reported were consistent with the existing safety profile for drug		55
715	1.1		Weight decreased		discontinuation	leads to discontinuation		60
716	0.6		Alanine aminotransferase increased		discontinuation	leads to discontinuation		60
717	1		Vomiting		discontinuation	leads to discontinuation		61
718	1		Abdominal pain		discontinuation	leads to discontinuation		61
719	0.7		Asthenia		discontinuation	leads to discontinuation		61
720	0.6		Hepatic enzyme increased		discontinuation	leads to discontinuation		61
721	0.4		Aspartate aminotransferase increased		discontinuation	leads to discontinuation		61
722	0.4		Blood bilirubin increased		discontinuation	leads to discontinuation		61
723	10.9		Diarrhea		discontinuation	leads to dose reduction		62
724	2.1		Nausea		discontinuation	leads to dose reduction		62
725	0.8		Decreased appetite		discontinuation	leads to dose reduction		62
726	0.6		Weight decreased		discontinuation	leads to dose reduction		62
727	0.8		Abdominal pain		discontinuation	leads to dose reduction		62
728	0.8		Abdominal pain upper		discontinuation	leads to dose reduction		62
729	0.4		Transaminases increased		discontinuation	leads to dose reduction		62
730	0.7		Hepatic function abnormal		discontinuation	leads to dose reduction		62
731						No AEs are reported		65
732	1 pts		Bladder spasm	below serious				68
733	1 pts		Back pain	below serious				68
734	1 pts		Abdominal pain	below serious				68
735	1 pts		Constipation	below serious				68
736	1 pts		Mental status changes	below serious				68
737	1 pts		Abdominal cramp	below serious				68
738	16.7		Gastrointestinal disorder (NOS)					69
739	16.7		Nausea					69
740	33.3		CNS disorder (NOS)					69
741	16.7		Somnolence					69
742	16.7		Dizziness					69
743	33.3		Myalgia					70
744	16.7		Restless leg syndrome					70
745	50		Dizziness					70
746	0.9		Diarrhea		discontinuation	leads to discontinuation		67
747	0.9		Abdominal pain		discontinuation	leads to discontinuation		67
748	1.1		Nausea		discontinuation	leads to discontinuation		67
749	0.5		Vomiting		discontinuation	leads to discontinuation		67
750	0.2		Depression		discontinuation	leads to discontinuation		67
751	0.2		Hypotension		discontinuation	leads to discontinuation		67
752	0.5		Dizziness		discontinuation	leads to discontinuation		67
753	0.2		Abdominal discomfort		discontinuation	leads to discontinuation		67
754	3.1		Diarrhea		discontinuation	leads to discontinuation		66
755	2.9		Abdominal pain		discontinuation	leads to discontinuation		66
756	1.1		Nausea		discontinuation	leads to discontinuation		66
757	0.9		Vomiting		discontinuation	leads to discontinuation		66
758	0.2		Depression		discontinuation	leads to discontinuation		66
759	0.2		Hypotension		discontinuation	leads to discontinuation		66
760	0.2		Influenza like illness		discontinuation	leads to discontinuation		66
761	0.2		Chills		discontinuation	leads to discontinuation		66
762	1.1		Abdominal pain upper		discontinuation	leads to discontinuation		66
763	0.9		Hyperhidrosis		discontinuation	leads to discontinuation		66
764	0.4		Back pain		discontinuation	leads to discontinuation		66
765	0.4		Myalgia		discontinuation	leads to discontinuation		66
766	0.4		Liver function test abnormal		discontinuation	leads to discontinuation		66
767	0.4		Headache		discontinuation	leads to discontinuation		66
768	1.3		Bradycardia	grade 2		combined events are DLT	TRUE	71
769	1.3		Dizziness	grade 2				71
770	1.3		Nausea	grade 2				71
771	1.3		Dizziness	grade 3		combined events are DLT	TRUE	71
772	1.3		Dysequilibrium	grade 2		combined events are DLT	TRUE	71
773	1.3		Hypotension	grade 2		combined events are DLT	TRUE	71
774	1.3		Vomiting	grade 2		combined events are DLT	TRUE	71
775			Nausea					73
776	12.5		Nausea	grade 1-2				72
777	16.7		Vomiting					76
778	29.2		Nausea	grade 1-2				76
779	1		Atrioventricular block second degree					74
780	<1		Atrioventricular block					74
781	<1		Atrioventricular block first degree					74
782	<1		Sinoatrial block					74
783	1		Supraventricular tachycardia					74
784	<1		Arrhythmia supraventricular					74
785	<1		Atrial tachycardia					74
786	1		Ventricular tachycardia					74
787	<1		Ventricular extrasystoles					74
788	<1		Tachycardia					74
789	13		Nasopharyngitis					75
790	11		Upper respiratory tract infection					75
791	6		Influenza					75
792	6		Sinusitis					75
793	6		Infection urinary tract					75
794	3		Bronchitis					75
795	3		Gastroenteritis					75
796	3		Viral infection					75
797	2		Gastroenteritis viral					75
798	2		Ear infection					75
799	2		Oral herpes					75
800	2		Pharyngitis					75
801	2		Pneumonia					75
802	10		Diarrhoea					75
803	8		Abdominal pain upper					75
804	8		Nausea					75
805	7		Dyspepsia					75
806	6		Abdominal pain					75
807	6		Constipation					75
808	5		Gastrooesophageal reflux disease					75
809	4		Vomiting					75
810	3		Abdominal distension					75
811	2		Dysphagia					75
812	2		Flatulence					75
813	2		Toothache					75
814	2		Gastritis					75
815	2		Dry mouth					75
816	17		Headache					75
817	10		Dizziness					75
818	2		Paraesthesia					75
819	2		Neuropathy peripheral					75
820	2		Syncope					75
821	2		Dysgeusia					75
822	2		Somnolence					75
823	14		Arthralgia					75
824	9		Back pain					75
825	8		Pain in extremity					75
826	5		Bone pain					75
827	3		Myalgia					75
828	3		Musculoskeletal pain					75
829	7		Fatigue					75
830	4		Asthenia					75
831	4		Oedema peripheral					75
832	3		Chest pain					75
833	3		Pyrexia					75
834	2		Influenza like illness					75
835	6		Cough					75
836	4		Epistaxis					75
837	4		Oropharyngeal pain					75
838	2		Nasal congestion					75
839	2		Throat irritation					75
840	5		Blood creatine phosphokinase increased					75
841	2		Weight decreased					75
842	2		ALT increased					75
843	2		Rash					75
844	2		Pruritus					75
845	2		Dermatitis contact					75
846	2		Dry skin					75
847	2		Laceration					75
848	2		Contusion					75
849	5		Palpitations					75
850	2		Dysmenorrhoea					75
851	2		Metrorrhagia					75
852	2		Splenomegaly					75
853	2		Anxiety					75
854	2		Hypertension					75
855	2		Flushing					75
856	2		Haematuria					75
857	2		Hepatomegaly					75
858	2		Hypersensitivity					75
859	26 pts		Headache	below serious				80
860	41 pts		Somnolence	below serious				80
861	1 pts		Pneumonia	serious				77
862	13 pts		Somnolence	below serious				77
863	1 pts		Meniere's disease	serious				81
864	1 pts		Autoimmune thyroiditis	serious				81
865	1 pts		Compression fracture	serious				81
866	1 pts		Fall	serious				81
867	1 pts		Ulna fracture	serious				81
868	1 pts		Musculoskeletal chest pain	serious				81
869	1 pts		Hypoxic-ischaemic encephalopathy	serious				81
870	29 pts		Headache	below serious				81
871	40 pts		Somnolence	below serious				81
872	1 pts		Atrial fibrillation	serious				78
873	1 pts		Ankle fracture	serious				78
874	19 pts		Headache	below serious				78
875	20 pts		Somnolence	below serious				78
876	1 pts		Ankle fracture	serious				79
877	67		Somnolence					82
878	83		Fatigue					82
879	17		Insomnia					82
880	33		Dizziness					82
881	33		Phlebitis					82
882	25		Diarrhea	grade 3				84
883	25		Pneumonia	grade 3				84
884	25		Edema peripheral	grade 3				84
885	50		AST increased	grade 3				84
886	50		ALT increased	grade 3				84
887	50		Absolute neutrophil count decreased	grade 3				84
888	50		Platelets decreased	grade 3				84
889	25		Vomiting	all grades				84
890	25		Rash	all grades				84
891	25		Chills	all grades				84
892	25		Fatigue	all grades				84
893	25		Constipation	all grades				84
894	25		Nausea	all grades				84
895	25		Insomnia	all grades				84
896	25		Edema peripheral	all grades				84
897	25		Arterial pressure NOS increased	all grades				84
898	25		Bilirubin increased	all grades				84
899	25		Glucose increased	all grades				84
900	25		Glucose decreased	all grades				84
901	25		Hemoglobin decreased	all grades				84
902	25		Pyrexia	all grades				84
903	25		Night sweats	all grades				84
904	14		Hepatotoxicity	serious|grade 5		WARNING		83
905	14		Diarrhea	serious|grade 5		WARNING		83
906	14		Colitis	serious|grade 5		WARNING		83
907			Pneumonitis	serious|grade 5		WARNING		83
908	10		Hepatotoxicity		discontinuation	leads to discontinuation		85
909	10		Diarrhea		discontinuation	leads to discontinuation		85
910	10		Colitis		discontinuation	leads to discontinuation		85
911	15		Transaminases increased		discontinuation	leads to dose reduction		85
912	15		Diarrhea		discontinuation	leads to dose reduction		85
913	15		Colitis		discontinuation	leads to dose reduction		85
914	15		Rash		discontinuation	leads to dose reduction		85
915			Application site irritation			AEs for dose were from Study 200/200A		86
916			Application site erythema			AEs for dose were from Study 200/200A		86
917			Application site reaction			AEs for dose were from Study 200/200A		86
918			Application site stinging	grade 2	dose interruption	AEs for dose were from Study 200/200A		86
919			Pruritus	grade 2	dose interruption	AEs for dose were from Study 200/200A		86
920			Irritation skin	grade 3	dose interruption	AEs for dose were from Study 200/200A		86
921	0.5		Application site erythema	grade 2	discontinuation			88
922	0.5		Application site exfoliation	grade 2	discontinuation			88
923	0.5		Ingrowing nail		dose interruption			87
924	0.5		Application site pain		dose interruption			87
925	0.5		Application site discharge		dose interruption			87
926	0.5		Application site exfoliation		dose interruption			87
927	0.5		Application site edema		discontinuation			87
928	0.5		Edema peripheral		discontinuation			87
929	0.5		Application site erythema		discontinuation			87
930	0.5		Erythema		discontinuation			87
931	0.5		Application site induration		discontinuation			87
932	0.5		Skin induration					87
933	0.5		Application site reaction		discontinuation			87
934	0.5		Skin maceration		discontinuation			87
935	0.5		Application site pruritus		dose interruption			87
936	0.5		Pruritus		discontinuation			87
937	0.5		Dermatitis contact					89
938	1.01		Hypercholesterolaemia					91
939	0.51		Blood creatinine increased					91
940	0.38		Blood glucose increased					91
941	0.38		Blood urea increased					91
942	0.38		Hyperglycaemia					91
943	0.38		Hyperlipidaemia					91
944	5.44		Upper respiratory tract infection					90
945	3.29		Back pain					90
946	2.65		Application site exfoliation					90
947	2.53		Ingrowing nail					90
948	2.53		Procedural pain					90
949	2.4		Muscle strain					90
950	2.15		Arthralgia					90
951			Fatigue	grade 3			TRUE	95
952	1 pts		Atrial fibrillation				TRUE	92
953	1 pts		Diarrhea				TRUE	92
954	2 pts		Fatigue	grade 3			TRUE	92
955	1 pts		Atrial fibrillation				TRUE	93
956	1 pts		Vomiting				TRUE	93
957	1 pts		Nausea				TRUE	93
958	1 pts		Nausea	grade 2				92
959	1 pts		Vomiting	grade 2				92
960	1 pts		Lethargy	grade 3				92
961	1 pts		Diarrhea	grade 3				92
962	41		Nausea	grade 1-2				94
963	1		Nausea	grade 3-4				94
964	32		Fatigue	grade 1-2				94
965	5		Fatigue	grade 3-4	discontinuation	leads to discontinuation		94
966	33		Pyrexia	grade 1-2				94
967	2		Pyrexia	grade 3-4				94
968	21		Anemia	grade 1-2				94
969	11		Anemia	grade 3-4	discontinuation	leads to discontinuation		94
970	28		Vomiting	grade 1-2				94
971	1		Vomiting	grade 3-4				94
972	22		Constipation	grade 1-2				94
973	1		Constipation	grade 3-4				94
974	21		Diarrhea	grade 1-2				94
975	2		Diarrhea	grade 3-4				94
976	16		Dyspnea	grade 1-2				94
977	6		Dyspnea	grade 3-4				94
978	19		Rash	grade 1-2				94
979	1		Rash	grade 3-4				94
980	20		Peripheral edema	grade 1-2				94
981	19		Cough	grade 1-2				94
982	9		Thrombocytopenia	grade 1-2				94
983	7		Thrombocytopenia	grade 3-4				94
984	13		Pruritus	grade 1-2				94
985	3		Pruritus	grade 3-4				94
986	15		Chills	grade 1-2				94
987	1		Chills	grade 3-4				94
988	14		Blood lactate dehydrogenase increased	grade 1-2				94
989	2		Blood lactate dehydrogenase increased	grade 3-4				94
990	13		Decreased appetite	grade 1-2				94
991	2		Decreased appetite	grade 3-4				94
992	15		Headache	grade 1-2				94
993	14		Infusion site pain	grade 1-2				94
994	8		Hypokalemia	grade 1-2				94
995	4		Hypokalemia	grade 3-4				94
996	7		QT prolonged	grade 1-2				94
997	4		QT prolonged	grade 3-4				94
998	10		Abdominal pain	grade 1-2				94
999	1		Abdominal pain	grade 3-4				94
1000	7		Hypotension	grade 1-2				94
1001	3		Hypotension	grade 3-4				94
1002	9		Phlebitis	grade 1-2				94
1003	1		Phlebitis	grade 3-4				94
1004	10		Dizziness	grade 1-2				94
1005	1 pts		Tumor lysis syndrome	grade 4		died due to multi-organ failure		94
1006			Febrile neutropenia		discontinuation	leads to discontinuation		94
